"simulate_model","fit_model","iteration","ACC","LogL","LogPr","LogPo","AIC","BIC","input_param_1","input_param_2","output_param_1","output_param_2","output_param_3","input_param_3"
"TD","TD",1,99.72,51.2388144411257,NA,NA,106.477628882251,114.249836945152,0.643091264180839,0.83357874206723,0.692799297304533,0.824539950872107,NA,NA
"TD","TD",2,99.72,24.276941264499,NA,NA,52.5538825289981,60.3260905918984,0.724670132622123,1.43561604238095,0.666875543517892,1.23071463290752,NA,NA
"TD","TD",3,99.72,18.0237498407763,NA,NA,40.0474996815526,47.8197077444529,0.950232450617477,2.03779015681686,0.99999,1.50816710708431,NA,NA
"TD","TD",4,98.89,185.642096894389,NA,NA,375.284193788777,383.056401851677,0.682289758697152,0.0720224548131227,0.653116077913025,0.0977634241302779,NA,NA
"TD","TD",5,99.44,55.6265647725596,NA,NA,115.253129545119,123.02533760802,0.200363578274846,1.00568439900399,0.25568210802152,1.02186875014758,NA,NA
"TD","TD",6,85,192.355330000098,NA,NA,388.710660000196,396.482868063096,0.321220333920792,0.298665664158762,0.00787095240003941,0.149600167715847,NA,NA
"TD","TD",7,98.61,198.742262723767,NA,NA,401.484525447534,409.256733510435,0.571441247593611,0.0502132950350642,0.633724495675749,0.0599414401215564,NA,NA
"TD","TD",8,87.78,166.070263715835,NA,NA,336.140527431669,343.912735494569,0.973066303646192,0.392999498639256,0.00741661042757794,0.254897508748338,NA,NA
"TD","TD",9,97.5,243.968007100839,NA,NA,491.936014201678,499.708222264579,0.895209939451888,0.0054737395918251,0.99999,0.00858533186677244,NA,NA
"TD","TD",10,99.72,143.739414657961,NA,NA,291.478829315922,299.251037378822,0.0494146177079529,0.507862410508096,0.0484747417688671,0.513313466498602,NA,NA
"TD","TD",11,98.33,181.551017281589,NA,NA,367.102034563179,374.874242626079,0.197620301274583,0.18983699940145,0.315222280396929,0.168032864599314,NA,NA
"TD","TD",12,96.11,137.770260507655,NA,NA,279.540521015309,287.312729078209,0.0560640415642411,0.566026730462909,0.0531029690284929,0.605076543301378,NA,NA
"TD","TD",13,94.17,93.4030834820111,NA,NA,190.806166964022,198.578375026923,0.051307131536305,1.23247370731968,0.0435235797116208,1.43595131924154,NA,NA
"TD","TD",14,90,189.571601265647,NA,NA,383.143202531294,390.915410594194,0.989872474921867,0.208000437050192,0.00556658349201591,0.164041794371667,NA,NA
"TD","TD",15,99.17,76.2237341263533,NA,NA,156.447468252707,164.219676315607,0.711294803768396,0.57632797351107,0.664180023306106,0.604111205862094,NA,NA
"TD","TD",16,96.94,239.466655054064,NA,NA,482.933310108128,490.705518171028,0.0768930825870484,0.00966986734420061,0.450048679886014,0.0132521094009733,NA,NA
"TD","TD",17,100,18.0865773024432,NA,NA,40.1731546048864,47.9453626677867,0.797194604296237,2.5054881726885,0.78397048329581,9.99999,NA,NA
"TD","TD",18,100,28.0745923618493,NA,NA,60.1491847236985,67.9213927865988,0.731893435353413,1.27495420533688,0.64327948341022,1.15621216636879,NA,NA
"TD","TD",19,98.61,61.0355651931224,NA,NA,126.071130386245,133.843338449145,0.809085062006488,0.797056699129653,0.672305878977397,0.659830088053135,NA,NA
"TD","TD",20,100,20.4626414628851,NA,NA,44.9252829257702,52.6974909886705,0.511981163173914,2.39124982816227,0.509605111726094,2.39813530841382,NA,NA
"TD","TD",21,99.44,39.561140782886,NA,NA,83.122281565772,90.8944896286723,0.226354157319292,1.66897989056053,0.246750636445231,1.7269755512989,NA,NA
"TD","TD",22,100,58.939510552963,NA,NA,121.879021105926,129.651229168826,0.300222688354552,0.955442077438247,0.311712368369574,0.916270392257609,NA,NA
"TD","TD",23,99.72,18.0237498407763,NA,NA,40.0474996815526,47.8197077444529,0.984172471100464,1.69604673600736,0.99999,1.50816710708431,NA,NA
"TD","TD",24,95,162.140048533735,NA,NA,328.280097067469,336.052305130369,0.540354023920372,0.234106497689865,0.306356415744341,0.227858084466957,NA,NA
"TD","TD",25,86.94,179.803088488654,NA,NA,363.606176977308,371.378385040208,0.870058757020161,0.327183235902339,0.00352917910464268,0.18410344895449,NA,NA
"TD","TD",26,91.39,81.4246418401644,NA,NA,166.849283680329,174.621491743229,0.0660558908712119,1.97567781611326,0.0589321968617745,0.798145622551888,NA,NA
"TD","TD",27,89.17,181.836505412316,NA,NA,367.673010824632,375.445218887533,0.973287776112556,0.260513227898628,0.00326091281175062,0.182543391814007,NA,NA
"TD","TD",28,99.72,51.7981678152317,NA,NA,107.596335630463,115.368543693364,0.290595552418381,1.05573849655212,0.294915767770469,1.0354377500289,NA,NA
"TD","TD",29,89.72,188.950001755646,NA,NA,381.900003511292,389.672211574192,0.988910319516435,0.211397308856249,0.00604418150356251,0.171414445553399,NA,NA
"TD","TD",30,100,25.612070443356,NA,NA,55.224140886712,62.9963489496123,0.329378831898794,2.0851063261411,0.324631278359993,2.13009855585873,NA,NA
"TD","TD",31,97.5,99.0482002778349,NA,NA,202.09640055567,209.86860861857,0.11878991080448,0.835414388175023,0.11900902378927,1.05223966710457,NA,NA
"TD","TD",32,96.11,155.074710884382,NA,NA,314.149421768764,321.921629831665,0.0508385861758143,0.410096168983728,0.0730258060091718,0.40497877238572,NA,NA
"TD","TD",33,99.72,51.2388144411257,NA,NA,106.477628882251,114.249836945152,0.684979062527418,0.756628525771442,0.692799288696989,0.824539955895627,NA,NA
"TD","TD",34,98.61,185.991047441931,NA,NA,375.982094883862,383.754302946762,0.842564480379224,0.0599249633960426,0.708779800145296,0.0865458898609396,NA,NA
"TD","TD",35,100,23.1133045031088,NA,NA,50.2266090062176,57.9988170691179,0.27115519088693,2.69503675574873,0.274232026388757,3.17047943927776,NA,NA
"TD","TD",36,79.17,179.828030925157,NA,NA,363.656061850314,371.428269913214,0.779200294986367,0.457588243763894,0.00288015823845292,0.180371381372474,NA,NA
"TD","TD",37,99.72,18.0237498407763,NA,NA,40.0474996815526,47.8197077444529,0.982565350597724,3.92570209977795,0.99999,1.50816710708431,NA,NA
"TD","TD",38,95.28,158.5688179704,NA,NA,321.137635940801,328.909844003701,0.533772448310629,0.225168376229703,0.753961538748312,0.197711805219014,NA,NA
"TD","TD",39,97.5,54.258175684605,NA,NA,112.51635136921,120.28855943211,0.128862570039928,1.75030500992181,0.33918385222678,1.15621047444211,NA,NA
"TD","TD",40,98.61,189.74774177099,NA,NA,383.495483541981,391.267691604881,0.420502026332542,0.0828633031448371,0.615572457065727,0.0830747890990919,NA,NA
"TD","TD",41,99.44,36.6158753602597,NA,NA,77.2317507205194,85.0039587834198,0.860091791022569,1.2001721150753,0.868516141378323,1.9439324464328,NA,NA
"TD","TD",42,83.89,186.930444161003,NA,NA,377.860888322006,385.633096384907,0.633000507717952,0.316391955215622,0.00806895346083358,0.195565966260315,NA,NA
"TD","TD",43,100,21.1360730277662,NA,NA,46.2721460555324,54.0443541184327,0.512010124279186,2.01376353887389,0.463152894621959,2.68505807626791,NA,NA
"TD","TD",44,100,15.1755653858004,NA,NA,34.3511307716007,42.123338834501,0.4054856733419,3.89528230370438,0.380098818509855,7.63449733930522,NA,NA
"TD","TD",45,85.56,192.259672533251,NA,NA,388.519345066503,396.291553129403,0.319981756620109,0.264156529679894,0.00834010095125588,0.151421572549868,NA,NA
"TD","TD",46,100,26.4484082526769,NA,NA,56.8968165053537,64.669024568254,0.947748523205519,1.36391219958187,0.970339704711216,1.15707432290578,NA,NA
"TD","TD",47,98.33,41.5531244089486,NA,NA,87.1062488178972,94.8784568807976,0.885661983396858,1.4762263855988,0.994921926718839,1.15620946377932,NA,NA
"TD","TD",48,96.39,188.584652617861,NA,NA,381.169305235722,388.941513298623,0.119032545015216,0.210982074495405,0.40006507085747,0.106987879290742,NA,NA
