"fit_model","Subject","ACC","LogL","LogPr","LogPo","AIC","BIC","param_1","param_2","param_3"
"TD","71",100,225.92,NA,NA,455.84,463.61,0,0.0335645701145198,NA
"TD","72",100,249.34,NA,NA,502.68,510.45,0.0453035581465832,7.48625615044057e-05,NA
"TD","73",100,144.77,NA,NA,293.54,301.31,0.979096958713602,1.06371274026042,NA
"TD","74",100,930.9,NA,NA,1865.8,1873.57,0.0398190242379578,0.035789163108534,NA
"TD","75",100,70.08,NA,NA,144.16,151.93,0,0.765460500106477,NA
"TD","76",100,242.26,NA,NA,488.52,496.29,0,0.0289635435889975,NA
"TD","77",100,169.02,NA,NA,342.04,349.81,0.927996155539153,0.736223601189876,NA
"TD","78",100,116.34,NA,NA,236.68,244.45,0.999931406342638,0.978555359219321,NA
"TD","79",100,120.09,NA,NA,244.18,251.95,0.00461629900155591,2.7529996359771,NA
"TD","80",100,104.24,NA,NA,212.48,220.25,0.00328432388218353,0.563290158480566,NA
"TD","81",100,109.22,NA,NA,222.44,230.21,0,1.07284934445034,NA
"TD","82",100,163.27,NA,NA,330.54,338.31,1,0.993483387563852,NA
"TD","83",100,160.86,NA,NA,325.72,333.49,1,0.746067385980432,NA
"TD","84",100,87.45,NA,NA,178.9,186.67,0,1.28938102865538,NA
"TD","85",100,193.13,NA,NA,390.26,398.03,1,0.472125815704173,NA
"TD","86",100,92.03,NA,NA,188.06,195.83,1,1.27742300206666,NA
"TD","87",100,221.86,NA,NA,447.72,455.49,0,0.0466197219091766,NA
"TD","88",100,228.83,NA,NA,461.66,469.43,0.147750269929437,0.0320081520929647,NA
"TD","89",100,93.83,NA,NA,191.66,199.43,0,0.602996593286504,NA
"TD","90",100,200.38,NA,NA,404.76,412.53,0,0.164974231519355,NA
"TD","91",100,134.39,NA,NA,272.78,280.55,0,0.563588918378602,NA
"TD","92",100,196.59,NA,NA,397.18,404.95,0.957964410651955,0.624458732908456,NA
"TD","93",100,142.14,NA,NA,288.28,296.05,0,0.49765099843258,NA
"TD","94",100,832.71,NA,NA,1669.42,1677.19,0,1.25687862410533,NA
"TD","95",100,242.72,NA,NA,489.44,497.21,0.01,0.01,NA
"TD","96",100,224.99,NA,NA,453.98,461.75,0,0.0370099057256324,NA
"TD","97",100,72.04,NA,NA,148.08,155.85,0.00470881348979803,0.949073657135849,NA
"TD","98",100,140.44,NA,NA,284.88,292.65,0,0.509422578300454,NA
"TD","99",100,103.55,NA,NA,211.1,218.87,0,0.856811968583282,NA
"TD","100",100,134.09,NA,NA,272.18,279.95,0.937659310741482,0.993734052899874,NA
"TD","101",100,186.56,NA,NA,377.12,384.89,0,0.308018692140543,NA
"TD","102",100,119.51,NA,NA,243.02,250.79,0.927216612887222,1.15430584967694,NA
"TD","103",100,287.53,NA,NA,579.06,586.83,0.01,0.01,NA
"TD","104",100,235.76,NA,NA,475.52,483.29,0.01,0.01,NA
"TD","105",100,77.85,NA,NA,159.7,167.47,0.0132447201001636,2.07997273623405,NA
"TD","106",100,235.15,NA,NA,474.3,482.07,0.01,0.01,NA
"TD","107",100,162.77,NA,NA,329.54,337.31,0.0220376434295134,0.738971392275795,NA
"TD","108",100,234.17,NA,NA,472.34,480.11,0.01,0.01,NA
"TD","109",100,160.79,NA,NA,325.58,333.35,0.0241548394301918,0.405182482820364,NA
"TD","110",100,124.16,NA,NA,252.32,260.09,1,1.24588488135429,NA
"TD","111",100,122.66,NA,NA,249.32,257.09,0.909172506797262,0.931130291572823,NA
"TD","113",100,139.15,NA,NA,282.3,290.07,0,0.377486227698262,NA
"TD","114",100,102.68,NA,NA,209.36,217.13,0,0.595751958717542,NA
"TD","115",100,169.81,NA,NA,343.62,351.39,0.0406305491375873,0.545449139249196,NA
"TD","116",100,238.5,NA,NA,481,488.77,0.89912067952252,5,NA
"TD","117",100,253.32,NA,NA,510.64,518.41,0.01,0.01,NA
"TD","118",100,74.58,NA,NA,153.16,160.93,0,0.771050823727257,NA
"TD","119",100,18.77,NA,NA,41.54,49.31,0,3.42072662584301,NA
"TD","120",100,224.48,NA,NA,452.96,460.73,0.0847233615025647,0.0415902412576186,NA
"TD","121",100,165.16,NA,NA,334.32,342.09,0,0.44249441446577,NA
"TD","122",100,122.68,NA,NA,249.36,257.13,0,0.491167152098388,NA
"TD","123",100,241.83,NA,NA,487.66,495.43,0.01,0.01,NA
"TD","124",100,170.39,NA,NA,344.78,352.55,1,2.85336750083542,NA
"TD","125",100,230.01,NA,NA,464.02,471.79,0.01,0.01,NA
"TD","126",100,128.87,NA,NA,261.74,269.51,0.970563023617096,0.75830310109729,NA
"TD","127",100,75.34,NA,NA,154.68,162.45,0,0.949553968396116,NA
"TD","128",100,272.18,NA,NA,548.36,556.13,0.00159599414744926,3.44506658875158,NA
"TD","129",100,37.17,NA,NA,78.34,86.11,0,1.5499229633916,NA
"RSTD","1",100,239.95,NA,NA,485.9,497.56,0,0,0.0308454911233768
"RSTD","2",100,167.69,NA,NA,341.38,353.04,0,0,0.284697252652062
"RSTD","3",100,166.51,NA,NA,339.02,350.68,0.636196420143961,1,0.711872408124509
"RSTD","4",100,61.35,NA,NA,128.7,140.36,0.00835792800916918,0.00623789560030924,2.35810394684536
"RSTD","5",100,147.29,NA,NA,300.58,312.24,0,0,1.14453459603656
"RSTD","6",100,255.31,NA,NA,516.62,528.28,0.01,0.01,0.01
"RSTD","7",100,158.12,NA,NA,322.24,333.9,0.375725169410307,0.879359707698588,4.88497105769311
"RSTD","8",100,157.59,NA,NA,321.18,332.84,0.540707512810797,0.748684987061447,0.478456575156518
"RSTD","9",100,241.72,NA,NA,489.44,501.1,0.01,0.01,0.01
"RSTD","10",100,51.67,NA,NA,109.34,121,0,0,1.14615374077967
"RSTD","11",100,162.47,NA,NA,330.94,342.6,0.614155644826781,0.980327605958719,0.682408180573681
"RSTD","12",100,179.49,NA,NA,364.98,376.64,0,0.0275741032871683,0.359033775821636
"RSTD","13",100,68.93,NA,NA,143.86,155.52,0,0,0.700969351364817
"RSTD","14",100,75.28,NA,NA,156.56,168.22,0.0428246278105075,0.479181160578841,0.7608935968964
"RSTD","15",100,121.71,NA,NA,249.42,261.08,0,0,0.544203608454765
"RSTD","16",100,113.61,NA,NA,233.22,244.88,0.475803130529853,0.922325253150659,2.06397604278767
"RSTD","17",100,197.28,NA,NA,400.56,412.22,0.0613342421807598,0,0.0734936983402065
"RSTD","18",100,225.74,NA,NA,457.48,469.14,0,0.000690190713693889,0.0354632404759947
"RSTD","19",100,192.77,NA,NA,391.54,403.2,0,0,0.384205629441507
"RSTD","20",100,36.49,NA,NA,78.98,90.64,0,0.768963768230187,1.26799842585521
"RSTD","21",100,31.05,NA,NA,68.1,79.76,0.0457474285164713,0.203494995532356,1.81084033798284
"RSTD","22",100,36.18,NA,NA,78.36,90.02,0.0404539340990487,0.515870843963174,1.16641512139778
"RSTD","23",100,44.13,NA,NA,94.26,105.92,0,0.805357643678831,1.02467306349672
"RSTD","24",100,231.45,NA,NA,468.9,480.56,0,0,0.0216472764551477
"RSTD","25",100,146.48,NA,NA,298.96,310.62,0.554423332699688,1,0.96408640837025
"RSTD","26",100,238.41,NA,NA,482.82,494.48,0.4297965292615,0.817814739127536,0.0225199569440408
"RSTD","27",100,138.24,NA,NA,282.48,294.14,0.854886176367792,1,4.57228346564601
"RSTD","28",100,137.6,NA,NA,281.2,292.86,0,0,0.455155415224997
"RSTD","29",100,113.25,NA,NA,232.5,244.16,0.0158472353252459,0.101331066058149,0.927286529092301
"RSTD","31",100,64.72,NA,NA,135.44,147.1,0,0.647634541198064,4.32538328758234
"RSTD","32",100,111.31,NA,NA,228.62,240.28,0,0,0.53348715070377
"RSTD","34",100,28.55,NA,NA,63.1,74.76,0.038108413380808,0.870203366986952,2.42064479603683
"RSTD","35",100,143.44,NA,NA,292.88,304.54,0.424065924975993,0.932195338926107,1.15444197318448
"RSTD","36",100,215.85,NA,NA,437.7,449.36,0.426276847826845,0.857251045591237,1.07879681736683
"RSTD","37",100,85.42,NA,NA,176.84,188.5,0.0312945449008069,0.929566027330304,0.772005819078993
"RSTD","38",100,249.53,NA,NA,505.06,516.72,0.868621724725984,0.0119796390548642,0
"RSTD","39",100,245.45,NA,NA,496.9,508.56,0,0,0.0265669526397648
"RSTD","40",100,139.08,NA,NA,284.16,295.82,0.0448549567943056,0.74381067272186,0.42659667953783
"RSTD","41",100,85.69,NA,NA,177.38,189.04,0,0,0.677020887302449
"RSTD","42",100,80.51,NA,NA,167.02,178.68,0.844895592744896,0.910187920242459,1.73704029582659
"RSTD","43",100,39.28,NA,NA,84.56,96.22,0,0.801909595958605,0.975378061541842
"RSTD","44",100,58.24,NA,NA,122.48,134.14,0.0406493701348187,0.956326685493892,1.15510308650028
"RSTD","45",100,224.95,NA,NA,455.9,467.56,0.01,0.01,0.01
"RSTD","46",100,270.7,NA,NA,547.4,559.06,0.01,0.01,0.01
"RSTD","47",100,249.53,NA,NA,505.06,516.72,0.0163880549584087,0.0130319554495985,0
"RSTD","48",100,161.16,NA,NA,328.32,339.98,0.0259403824821226,0.105695800237935,0.756984836386599
"RSTD","49",100,77.82,NA,NA,161.64,173.3,0,0.00101834997886731,0.703554983417335
"RSTD","50",100,249.53,NA,NA,505.06,516.72,0.0849781745637478,0.310643969911324,0
"RSTD","51",100,124.66,NA,NA,255.32,266.98,0.0698675632130763,1,0.78630324306703
"RSTD","52",100,229.99,NA,NA,465.98,477.64,0.900670170224055,1,0.494126308634856
"RSTD","53",100,234.75,NA,NA,475.5,487.16,0.01,0.01,0.01
"RSTD","54",100,193.06,NA,NA,392.12,403.78,0,0,0.457542322744757
"RSTD","55",100,53.33,NA,NA,112.66,124.32,0,0,1.03250094891344
