"fit_model","Subject","ACC","LogL","LogPr","LogPo","AIC","BIC","param_1","param_2","param_3"
"TD","86",100,85.47,NA,NA,174.94,182.71,0.944264903664589,4.61511491239071,NA
"TD","87",100,205.12,NA,NA,414.24,422.01,0.972151544691883,0.733982644199485,NA
"TD","88",100,241.78,NA,NA,487.56,495.33,0.172561710815412,0.0874236778028744,NA
"TD","89",100,139.69,NA,NA,283.38,291.15,0.972151544691883,0.733982644199485,NA
"TD","90",100,207.65,NA,NA,419.3,427.07,0.0566332453814603,0.0698124232052323,NA
"TD","91",100,181.73,NA,NA,367.46,375.23,0.972151544691883,0.733982644199485,NA
"TD","92",100,191.69,NA,NA,387.38,395.15,0.972151544691883,0.733982644199485,NA
"TD","93",100,199.98,NA,NA,403.96,411.73,0.972151544691883,0.733982644199485,NA
"TD","94",100,889.19,NA,NA,1782.38,1790.15,0.949668198823929,3.65716901421547,NA
"TD","95",100,214.5,NA,NA,433,440.77,0.0566332453814603,0.0698124232052323,NA
"TD","96",100,212.84,NA,NA,429.68,437.45,0.0605921439368199,0.719399296127971,NA
"TD","97",100,114.04,NA,NA,232.08,239.85,0.935972382028651,0.90353321342427,NA
"TD","98",100,192.99,NA,NA,389.98,397.75,0.972151544691883,0.733982644199485,NA
"TD","99",100,152.85,NA,NA,309.7,317.47,0.961960988372538,1.13617632918169,NA
"TD","100",100,128.75,NA,NA,261.5,269.27,0.91128424350614,1.26175076505767,NA
"TD","101",100,220.68,NA,NA,445.36,453.13,0.0566332453814603,0.0698124232052323,NA
"TD","102",100,113.61,NA,NA,231.22,238.99,0.904820492232962,1.44374966808314,NA
"TD","103",100,233.04,NA,NA,470.08,477.85,0.0605921439368199,0.719399296127971,NA
"TD","104",100,94.7,NA,NA,193.4,201.17,0.948585093021393,4.4711639136076,NA
"TD","105",100,115.3,NA,NA,234.6,242.37,0.929467530174164,1.28574076605489,NA
"TD","106",100,178.72,NA,NA,361.44,369.21,0.0605921439368199,0.719399296127971,NA
"TD","107",100,170.59,NA,NA,345.18,352.95,0.0605921439368199,0.719399296127971,NA
