"fit_model","Subject","ACC","LogL","LogPr","LogPo","AIC","BIC","param_1","param_2","param_3"
"RSTD","108",100,184.93,NA,NA,375.86,387.52,0.818465445509901,0.958066031336784,0.546913193599701
"RSTD","109",100,158.65,NA,NA,323.3,334.96,0.00828432419127261,1e-05,0.362842570276783
"RSTD","110",100,65.59,NA,NA,137.18,148.84,0.0569188704514545,0.895728387579538,1.50731684027414
"RSTD","111",100,29.16,NA,NA,64.32,75.98,0.0471862815320492,0.391211375594139,1.749877194664
"RSTD","113",100,160.67,NA,NA,327.34,339,0.910165467532352,0.998720467090607,0.99536903368561
"RSTD","114",100,96.1,NA,NA,198.2,209.86,0,0,0.541899327363353
"RSTD","115",100,160.37,NA,NA,326.74,338.4,0.0288140709012241,7.48173538391204e-06,0.371958497889915
"RSTD","116",100,216.11,NA,NA,438.22,449.88,0.533929089084268,0.862038389564987,0.0215930832546292
"RSTD","117",100,224.23,NA,NA,454.46,466.12,0.0939710438251495,0.10184819400456,0.117343301014423
"RSTD","118",100,128.08,NA,NA,262.16,273.82,0.916344611479872,0.998880654573441,0.721209388134179
"RSTD","119",100,11.62,NA,NA,29.24,40.9,0.0214145667850971,0.189299510209821,2.58178078728088
"RSTD","120",100,242.4,NA,NA,490.8,502.46,1e-05,1e-05,0
"RSTD","121",100,150.51,NA,NA,307.02,318.68,0.111093550920486,0.585420398041606,0.499644688765412
"RSTD","122",100,155.25,NA,NA,316.5,328.16,1e-05,1e-05,1.11047879249081
"RSTD","123",100,189.23,NA,NA,384.46,396.12,0.667588624281052,0.962902701663552,0.913424630198955
"RSTD","124",100,74.84,NA,NA,155.68,167.34,0.0128545481711626,0.92487595975399,0.699292650686741
"RSTD","125",100,78.73,NA,NA,163.46,175.12,0,0.965919885093172,0.686128876769312
"RSTD","126",100,101.19,NA,NA,208.38,220.04,0.282012239098549,0.951546221971512,0.999303026598111
"RSTD","127",100,71.62,NA,NA,149.24,160.9,0,0.0703616170975652,7.53680034691934
"RSTD","128",100,242.4,NA,NA,490.8,502.46,1e-05,1e-05,0
"RSTD","129",100,30.09,NA,NA,66.18,77.84,0.0123461448565649,0.0663141310214996,6.80065537244081
"Utility","1",100,237.44,NA,NA,480.88,492.54,0.0210050605237484,0.547742684097329,0.140593705729306
"Utility","2",100,197.54,NA,NA,401.08,412.74,0.558657168621721,0.998524394015618,0.109889429543495
"Utility","3",100,106.09,NA,NA,218.18,229.84,0,0.968613498844206,0.735660739243031
"Utility","4",100,61.96,NA,NA,129.92,141.58,0,0.780540846288204,2.97530458122492
"Utility","5",100,140.53,NA,NA,287.06,298.72,0,0.684686994713587,5.72743345901836
"Utility","6",100,122.33,NA,NA,250.66,262.32,0,0.567035181215033,5.73769239914838
"Utility","7",100,137.44,NA,NA,280.88,292.54,0.990698285400867,0.585272159427404,4.91264393180609
"Utility","8",100,74.33,NA,NA,154.66,166.32,0.0124831504446594,0.897674724459648,2.93278828263283
"Utility","9",100,145.37,NA,NA,296.74,308.4,0,0.533045068761567,4.41038991837592
"Utility","10",100,44.62,NA,NA,95.24,106.9,0.00104926154017448,0.888152077794075,8.69748538732529
"Utility","11",100,97.97,NA,NA,201.94,213.6,0,0.904454633999194,0.96441127896139
"Utility","12",100,215.6,NA,NA,437.2,448.86,0.0188713843817823,0.844476916340227,0.0880430042743683
"Utility","13",100,59.93,NA,NA,125.86,137.52,0,0.542969225778451,8.50054313337091
"Utility","14",100,126.79,NA,NA,259.58,271.24,0.982393010752276,0.593567982316017,5.32688776986504
"Utility","15",100,115.56,NA,NA,237.12,248.78,0,0.851551443266544,1.27333047160777
"Utility","16",100,120.2,NA,NA,246.4,258.06,0.956242504529655,0.78631641343236,3.23912681216495
"Utility","17",100,159.18,NA,NA,324.36,336.02,0.013844461645931,0.371437306004964,9.66534094769531
"Utility","18",100,201.76,NA,NA,409.52,421.18,0,0.659115070477128,1.75144855795258
"Utility","19",100,218.64,NA,NA,443.28,454.94,0.0225644549354911,0.999866910278797,0.408469913767815
"Utility","20",100,29.45,NA,NA,64.9,76.56,0,0.779774725437164,3.18978834518236
"Utility","21",100,31.87,NA,NA,69.74,81.4,0.00138468155637383,0.927821666002274,1.61251065462488
"Utility","22",100,97.07,NA,NA,200.14,211.8,0.995780922472477,0.716353714466095,4.19616523595357
"Utility","23",100,37.02,NA,NA,80.04,91.7,0,0.79540894873935,2.72425414994359
"Utility","24",100,99.31,NA,NA,204.62,216.28,0,0.773332387208939,4.93853091190613
"Utility","25",100,84.92,NA,NA,175.84,187.5,0,0.902217105496675,1.2379100660404
"Utility","26",100,227.01,NA,NA,460.02,471.68,0.971260979771614,0.619437113869935,3.52692360026413
"Utility","27",100,128.57,NA,NA,263.14,274.8,0.974447294065612,0.61233277618885,5.94882156340577
"Utility","28",100,130.57,NA,NA,267.14,278.8,0,0.594905710611783,3.28234990896453
"Utility","29",100,119.08,NA,NA,244.16,255.82,0.00199054976279155,0.554626295868729,7.74956316513635
"Utility","31",100,117,NA,NA,240,251.66,0.955157622694969,0.741248721955344,3.05419301405379
"Utility","32",100,104.49,NA,NA,214.98,226.64,0,0.532422706484795,5.12694420140212
"Utility","34",100,21.54,NA,NA,49.08,60.74,0.00236517190933228,0.87606056779623,9.58684074878693
"Utility","35",100,103.23,NA,NA,212.46,224.12,0,0.653969161212444,3.6963632106781
"Utility","36",100,218.82,NA,NA,443.64,455.3,0.928923919564113,0.597149471519515,6.13340202742256
"Utility","37",100,83.6,NA,NA,173.2,184.86,0,0.815692388142155,2.53309872746468
"Utility","38",100,242.4,NA,NA,490.8,502.46,1e-05,1e-05,0
"Utility","39",100,242.4,NA,NA,490.8,502.46,1e-05,1e-05,0
"Utility","40",100,125.67,NA,NA,257.34,269,0.00695621885690261,0.774751841136549,1.8495031790884
"Utility","41",100,78.57,NA,NA,163.14,174.8,0,0.715398222208023,2.71059162612835
"Utility","42",100,29.41,NA,NA,64.82,76.48,0.0059923355729552,0.975209687720053,8.17056676724416
"Utility","43",100,32.34,NA,NA,70.68,82.34,0.000182479423529003,0.66117764639057,5.47440677019767
"Utility","44",100,51.71,NA,NA,109.42,121.08,0,0.747639015316963,3.66687357449734
"Utility","45",100,53.96,NA,NA,113.92,125.58,0,0.522674942389131,9.23498186469078
"Utility","46",100,124.21,NA,NA,254.42,266.08,0.00522307244998033,0.970106493419735,1.15927287936211
"Utility","47",100,214.37,NA,NA,434.74,446.4,0.963284195342567,0.734578415751457,2.770492143929
