"simulate_model","fit_model","iteration","ACC","LL","AIC","BIC","input_param_1","input_param_2","output_param_1","output_param_2","output_param_3","input_param_3"
"RSTD","TD",50,77.78,-172.54,349.08,356.85,0.629901704145595,0.59963444317691,0.363693204574287,0.394092664457857,NA,1.13030682034315
"RSTD","RSTD",1,89.72,-148.12,302.24,313.9,0.285107890376821,0.724670132622123,0.456614735303447,0.885525033287704,0.845227307779714,1.43561604238095
"RSTD","RSTD",2,78.33,-156.96,319.92,331.58,0.950232450617477,0.206436974462122,0.54898066483438,0.0713310983497649,0.224321120651439,0.364579517394304
"RSTD","RSTD",3,78.33,-141.39,288.78,300.44,0.536011227406561,0.200363578274846,0.265305688930675,0.148462639795616,0.415211586188525,1.00568439900399
"RSTD","RSTD",4,63.06,-219.25,444.5,456.16,0.321220333920792,0.649332832079381,0.413724326295778,0.343516472261399,0.0523355591576546,0.142882495187223
"RSTD","RSTD",5,67.78,-208.36,422.72,434.38,0.525106647517532,0.973066303646192,0.675127777969465,0.794342321110889,0.180822580992073,0.392999498639256
"RSTD","RSTD",6,96.94,-140.27,286.54,298.2,0.895209939451888,0.943225271301344,0.147113647311926,0.954413626575843,3.45003550755791,3.35385648889427
"RSTD","RSTD",7,70.56,-185.82,377.64,389.3,0.753931205254048,0.197620301274583,0.718267212994397,0.303630819218233,0.160438745515421,0.18983699940145
"RSTD","RSTD",8,95.83,-98.83,203.66,215.32,0.0560640415642411,0.783013365231454,0.103412755765021,0.939893030747771,1.90121081890538,3.41441693140154
"RSTD","RSTD",9,65.83,-202.74,411.48,423.14,0.479448032099754,0.989872474921867,0.613651395303905,0.774840991987288,0.0812819513401385,0.208000437050192
"RSTD","RSTD",10,84.72,-141.71,289.42,301.08,0.711294803768396,0.788163986755535,0.808088171249256,0.612771003274247,0.455219999421388,2.30973086307261
"RSTD","RSTD",11,83.06,-151.84,309.68,321.34,0.5048349336721,0.797194604296237,0.634607306837818,0.898882595913795,0.455875431212774,2.5054881726885
"RSTD","RSTD",12,67.78,-200.99,407.98,419.64,0.731893435353413,0.395451756194234,0.365330276168883,0.257876698853448,0.14723580786027,0.618170124012977
"RSTD","RSTD",13,84.72,-141.71,289.42,301.08,0.275977379642427,0.511981163173914,0.808088171249256,0.612771003274247,0.455219999421388,2.39124982816227
"RSTD","RSTD",14,84.44,-160.03,326.06,337.72,0.226354157319292,0.16033569118008,0.864584289425984,0.351797909243032,0.709534538909793,0.894037933978152
"RSTD","RSTD",15,96.94,-140.27,286.54,298.2,0.315573724219576,0.984172471100464,0.147113647311926,0.954413626575843,3.45003550755791,1.69604673600736
"RSTD","RSTD",16,78.33,-201.33,408.66,420.32,0.540354023920372,0.854036244563758,0.402649036608636,0.802243969636038,0.480409714085981,0.362152148856662
"RSTD","RSTD",17,86.67,-92.93,191.86,203.52,0.66359161795117,0.0660558908712119,0.465962450252846,0.0935949867125601,0.383455826668069,1.97567781611326
"RSTD","RSTD",18,85.56,-174.65,355.3,366.96,0.973287776112556,0.630256613949314,0.456614735303447,0.374462775886059,0.735473454697058,0.855529390233469
"RSTD","RSTD",19,66.67,-207.93,421.86,433.52,0.340647828998044,0.988910319516435,0.640506813768297,0.710182401351631,0.136769439993426,0.211397308856249
"RSTD","RSTD",20,86.67,-92.93,191.86,203.52,0.329378831898794,0.0628540490288287,0.465962450252846,0.0935949867125601,0.383455826668069,2.33967715737489
"RSTD","RSTD",21,72.78,-181.38,368.76,380.42,0.285566801903769,0.0508385861758143,0.547242071057737,0.173788882878602,0.201706118716597,0.410096168983728
"RSTD","RSTD",22,83.33,-185.79,377.58,389.24,0.684979062527418,0.438995202770457,0.456614735303447,0.374462775886059,0.735473454697058,0.685128960758448
"RSTD","RSTD",23,83.06,-125.11,256.22,267.88,0.529962481698021,0.27115519088693,0.640168079388887,0.384977033712342,0.480800893960521,2.69503675574873
"RSTD","RSTD",24,69.17,-209.39,424.78,436.44,0.779200294986367,0.728794121881947,0.640506813768297,0.710182401351631,0.252337747311506,0.160821524456017
"RSTD","RSTD",25,77.22,-186.63,379.26,390.92,0.0281218434683979,0.533772448310629,0.0420595335308462,0.931336362846196,0.379020831128582,0.225168376229703
"RSTD","RSTD",26,79.44,-202.87,411.74,423.4,0.128862570039928,0.17050133110024,0.851922932025045,0.439605245450512,0.397533039143309,1.37515528589011
"RSTD","RSTD",27,81.94,-161.27,328.54,340.2,0.980796684976667,0.860091791022569,0.59414202044718,0.612771003274247,0.455219999421388,1.2001721150753
"RSTD","RSTD",28,58.06,-291.1,588.2,599.86,0.633000507717952,0.959949327167124,0.413724326295778,0.343516472261399,0.0523355591576546,0.0240202485583723
"RSTD","RSTD",29,88.06,-147.78,301.56,313.22,0.234798390883952,0.4054856733419,0.466389212897047,0.379816537722945,0.771011504111812,3.89528230370438
"RSTD","RSTD",30,59.72,-241.81,489.62,501.28,0.319981756620109,0.632078264839947,0.413724326295778,0.343516472261399,0.0523355591576546,0.0559587455590604
"RSTD","RSTD",31,96.94,-140.27,286.54,298.2,0.417691254755482,0.885661983396858,0.147113647311926,0.954413626575843,3.45003550755791,1.4762263855988
"RSTD","RSTD",32,58.61,-243.56,493.12,504.78,0.119032545015216,0.605491037247702,0.413724326295778,0.343516472261399,0.0523355591576546,0.0459982767437321
"RSTD","RSTD",33,84.72,-141.71,289.42,301.08,0.824352919822559,0.753800751408562,0.808088171249256,0.612771003274247,0.455219999421388,2.89878896835935
"RSTD","RSTD",34,58.89,-225.79,457.58,469.24,0.080542077543214,0.69156481907703,0.413724326295778,0.343516472261399,0.0523355591576546,3.2510444371212
"RSTD","RSTD",35,76.11,-189.47,384.94,396.6,0.788759883260354,0.407168375095353,0.851922932025045,0.439605245450512,0.397533039143309,0.8810732345608
"RSTD","RSTD",36,75.28,-201.36,408.72,420.38,0.960197768406942,0.814909122884274,0.954478263389319,0.699408571246639,0.292486953681335,0.491239995229989
"RSTD","RSTD",37,71.94,-194.84,395.68,407.34,0.983733647270128,0.387793875532225,0.718267212994397,0.303630819218233,0.160438745515421,0.184212701395154
"RSTD","RSTD",38,84.44,-144.54,295.08,306.74,0.640330957481638,0.661732341628522,0.808088171249256,0.612771003274247,0.455219999421388,1.1015722423634
"RSTD","RSTD",39,81.94,-161.27,328.54,340.2,0.591888564871624,0.781977394130081,0.59414202044718,0.612771003274247,0.455219999421388,1.17335850927503
"RSTD","RSTD",40,59.17,-217.45,440.9,452.56,0.185236022341996,0.927017299691215,0.174991564037204,0.237081929305568,0.062513678567484,0.406216487288475
"RSTD","RSTD",41,88.06,-141.86,289.72,301.38,0.5952471755445,0.540940156206489,0.466389212897047,0.379816537722945,0.771011504111812,1.71158919288757
"RSTD","RSTD",42,63.06,-218.09,442.18,453.84,0.265401779906824,0.195171546889469,0.413724326295778,0.343516472261399,0.0523355591576546,0.226954524639678
"RSTD","RSTD",43,60.83,-244.42,494.84,506.5,0.604935176437721,0.398145136190578,0.413724326295778,0.343516472261399,0.0523355591576546,0.0485801249742508
"RSTD","RSTD",44,78.06,-205.79,417.58,429.24,0.470244030002505,0.685449249343947,0.59414202044718,0.612771003274247,0.455219999421388,0.648697707336396
"RSTD","RSTD",45,66.39,-209.76,425.52,437.18,0.371720403432846,0.503097830805928,0.546401306740642,0.717694987237751,0.198740902492404,0.322839245665818
"RSTD","RSTD",46,63.89,-210.79,427.58,439.24,0.361050225095823,0.370053818682209,0.640506813768297,0.710182401351631,0.102752079546079,0.173567070005157
"RSTD","RSTD",47,81.94,-161.27,328.54,340.2,0.594613759312779,0.789667062694207,0.59414202044718,0.612771003274247,0.455219999421388,2.04544003671947
"RSTD","RSTD",48,86.67,-92.93,191.86,203.52,0.628910263301805,0.0369398219045252,0.465962450252846,0.0935949867125601,0.383455826668069,1.35408596597136
"RSTD","RSTD",49,86.94,-168.44,342.88,354.54,0.254382238723338,0.857857148861513,0.368845450924709,0.656758127966896,0.745402924614027,0.936107955831003
"RSTD","RSTD",50,87.5,-139.66,285.32,296.98,0.629901704145595,0.59963444317691,0.456614735303447,0.374462775886059,0.735473454697058,1.13030682034315
"RSTD","Utility",1,93.89,-133.44,272.88,284.54,0.285107890376821,0.724670132622123,0.896587244234979,0.98734770603478,1.90121081890538,1.43561604238095
"RSTD","Utility",2,71.11,-166.33,338.66,350.32,0.950232450617477,0.206436974462122,0.00424388465099029,0.379816537722945,0.771011504111812,0.364579517394304
"RSTD","Utility",3,85.83,-171.79,349.58,361.24,0.536011227406561,0.200363578274846,0.216407935833558,0.689865020569414,3.93140775850043,1.00568439900399
"RSTD","Utility",4,61.67,-216.95,439.9,451.56,0.321220333920792,0.649332832079381,0.350283464855477,0.351797909243032,0.709534538909793,0.142882495187223
"RSTD","Utility",5,63.33,-211.3,428.6,440.26,0.525106647517532,0.973066303646192,0.569322177620977,0.69918874190934,0.296573054334149,0.392999498639256
"RSTD","Utility",6,94.17,-126.96,259.92,271.58,0.895209939451888,0.943225271301344,0.896587244234979,0.98734770603478,1.90121081890538,3.35385648889427
"RSTD","Utility",7,67.5,-193.46,392.92,404.58,0.753931205254048,0.197620301274583,0.53164201856032,0.550827290797606,1.20142282839865,0.18983699940145
"RSTD","Utility",8,57.78,-234.28,474.56,486.22,0.0560640415642411,0.783013365231454,0.368845450924709,0.656758127966896,0.190513956928626,3.41441693140154
"RSTD","Utility",9,67.5,-204.69,415.38,427.04,0.479448032099754,0.989872474921867,0.59414202044718,0.612771003274247,0.455219999421388,0.208000437050192
"RSTD","Utility",10,92.22,-159.23,324.46,336.12,0.711294803768396,0.788163986755535,0.816019856117565,0.80689954617992,2.07109566395171,2.30973086307261
"RSTD","Utility",11,94.44,-143.45,292.9,304.56,0.5048349336721,0.797194604296237,0.896587244234979,0.98734770603478,1.90121081890538,2.5054881726885
"RSTD","Utility",12,69.17,-209.56,425.12,436.78,0.731893435353413,0.395451756194234,0.301489863414264,0.969864373759794,0.345990907547254,0.618170124012977
"RSTD","Utility",13,92.22,-159.23,324.46,336.12,0.275977379642427,0.511981163173914,0.816019856117565,0.80689954617992,2.07109566395171,2.39124982816227
"RSTD","Utility",14,74.44,-197.39,400.78,412.44,0.226354157319292,0.16033569118008,0.402649036608636,0.802243969636038,0.88182864501141,0.894037933978152
"RSTD","Utility",15,94.17,-126.96,259.92,271.58,0.315573724219576,0.984172471100464,0.896587244234979,0.98734770603478,1.90121081890538,1.69604673600736
"RSTD","Utility",16,64.17,-207.47,420.94,432.6,0.540354023920372,0.854036244563758,0.59414202044718,0.612771003274247,0.455219999421388,0.362152148856662
"RSTD","Utility",17,98.61,-101.38,208.76,220.42,0.66359161795117,0.0660558908712119,0.0420595335308462,0.812389509519562,4.77045619278215,1.97567781611326
"RSTD","Utility",18,87.78,-187.96,381.92,393.58,0.973287776112556,0.630256613949314,0.375418245047331,0.893717040494084,1.32762260484308,0.855529390233469
"RSTD","Utility",19,69.44,-203.57,413.14,424.8,0.340647828998044,0.988910319516435,0.59414202044718,0.612771003274247,0.455219999421388,0.211397308856249
"RSTD","Utility",20,98.61,-101.38,208.76,220.42,0.329378831898794,0.0628540490288287,0.0420595335308462,0.812389509519562,4.77045619278215,2.33967715737489
"RSTD","Utility",21,67.78,-176.34,358.68,370.34,0.285566801903769,0.0508385861758143,0.0207012811955064,0.379816537722945,0.771011504111812,0.410096168983728
"RSTD","Utility",22,64.17,-206.74,419.48,431.14,0.684979062527418,0.438995202770457,0.640506813768297,0.710182401351631,0.487636934654042,0.685128960758448
"RSTD","Utility",23,90.56,-175.06,356.12,367.78,0.529962481698021,0.27115519088693,0.332705662492663,0.702168106520549,4.9932404726278,2.69503675574873
"RSTD","Utility",24,66.94,-201.89,409.78,421.44,0.779200294986367,0.728794121881947,0.59414202044718,0.612771003274247,0.455219999421388,0.160821524456017
"RSTD","Utility",25,64.44,-218.31,442.62,454.28,0.0281218434683979,0.533772448310629,0.354246039642021,0.155279216729104,1.19549977825955,0.225168376229703
"RSTD","Utility",26,59.44,-221.94,449.88,461.54,0.128862570039928,0.17050133110024,0.142800022382289,0.130695691565052,1.55851101037115,1.37515528589011
"RSTD","Utility",27,82.22,-168.71,343.42,355.08,0.980796684976667,0.860091791022569,0.758459537522867,0.840689143547788,0.97904600459151,1.2001721150753
"RSTD","Utility",28,55.56,-261.76,529.52,541.18,0.633000507717952,0.959949327167124,0.900246137212962,0.184166133480147,0.286160418791696,0.0240202485583723
"RSTD","Utility",29,90,-201.43,408.86,420.52,0.234798390883952,0.4054856733419,0.660513881128281,0.692593861790374,4.1657364347484,3.89528230370438
"RSTD","Utility",30,58.61,-237.57,481.14,492.8,0.319981756620109,0.632078264839947,0.271518103852868,0.203296734774485,0.809921731473878,0.0559587455590604
"RSTD","Utility",31,94.17,-126.96,259.92,271.58,0.417691254755482,0.885661983396858,0.896587244234979,0.98734770603478,1.90121081890538,1.4762263855988
"RSTD","Utility",32,59.44,-239.26,484.52,496.18,0.119032545015216,0.605491037247702,0.287577520124614,0.0458311666734517,1.13388520622626,0.0459982767437321
"RSTD","Utility",33,92.22,-159.23,324.46,336.12,0.824352919822559,0.753800751408562,0.816019856117565,0.80689954617992,2.07109566395171,2.89878896835935
"RSTD","Utility",34,60,-225.41,456.82,468.48,0.080542077543214,0.69156481907703,0.777535751955968,0.961487050214782,0.0410498267751483,3.2510444371212
"RSTD","Utility",35,62.5,-214.93,435.86,447.52,0.788759883260354,0.407168375095353,0.305574495522305,0.612771003274247,0.455219999421388,0.8810732345608
"RSTD","Utility",36,68.33,-200.32,406.64,418.3,0.960197768406942,0.814909122884274,0.401266032348275,0.975022802594304,0.223805684120953,0.491239995229989
"RSTD","Utility",37,67.5,-202.98,411.96,423.62,0.983733647270128,0.387793875532225,0.640506813768297,0.710182401351631,0.596826068812415,0.184212701395154
"RSTD","Utility",38,92.22,-171.68,349.36,361.02,0.640330957481638,0.661732341628522,0.842149594146758,0.751162796029821,3.30256940564141,1.1015722423634
"RSTD","Utility",39,82.22,-168.71,343.42,355.08,0.591888564871624,0.781977394130081,0.758459537522867,0.840689143547788,0.97904600459151,1.17335850927503
"RSTD","Utility",40,62.22,-219.67,445.34,457,0.185236022341996,0.927017299691215,0.27490749929361,0.243545593991876,1.19549977825955,0.406216487288475
"RSTD","Utility",41,89.72,-192.57,391.14,402.8,0.5952471755445,0.540940156206489,0.4089769218117,0.798924845643342,2.44306516833603,1.71158919288757
"RSTD","Utility",42,65.56,-210.16,426.32,437.98,0.265401779906824,0.195171546889469,0.477795971091837,0.0125764479534328,3.29919224837795,0.226954524639678
"RSTD","Utility",43,63.06,-237.25,480.5,492.16,0.604935176437721,0.398145136190578,0.102924682665616,0.814640038879588,0.0819466485530138,0.0485801249742508
"RSTD","Utility",44,66.94,-201.54,409.08,420.74,0.470244030002505,0.685449249343947,0.401266032348275,0.975022802594304,0.223805684120953,0.648697707336396
"RSTD","Utility",45,65.28,-205.62,417.24,428.9,0.371720403432846,0.503097830805928,0.368845450924709,0.656758127966896,0.494741748990491,0.322839245665818
"RSTD","Utility",46,66.67,-206.3,418.6,430.26,0.361050225095823,0.370053818682209,0.59414202044718,0.612771003274247,0.455219999421388,0.173567070005157
"RSTD","Utility",47,82.22,-168.71,343.42,355.08,0.594613759312779,0.789667062694207,0.758459537522867,0.840689143547788,0.97904600459151,2.04544003671947
"RSTD","Utility",48,98.61,-101.38,208.76,220.42,0.628910263301805,0.0369398219045252,0.0420595335308462,0.812389509519562,4.77045619278215,1.35408596597136
"RSTD","Utility",49,91.11,-171.32,348.64,360.3,0.254382238723338,0.857857148861513,0.945040927175432,0.734469214873388,3.30256940564141,0.936107955831003
"RSTD","Utility",50,88.61,-195.38,396.76,408.42,0.629901704145595,0.59963444317691,0.4089769218117,0.798924845643342,2.44306516833603,1.13030682034315
"Utility","TD",1,60.56,-215.97,435.94,443.71,0.285107890376821,0.724670132622123,0.147113647311926,0.111434969783798,NA,1.43561604238095
"Utility","TD",2,56.67,-264.82,533.64,541.41,0.950232450617477,0.206436974462122,0.48621757247448,0.0189741692133248,NA,0.364579517394304
"Utility","TD",3,58.06,-235.63,475.26,483.03,0.536011227406561,0.200363578274846,0.0455564993899316,0.0482101369425652,NA,1.00568439900399
"Utility","TD",4,55.83,-248.19,500.38,508.15,0.321220333920792,0.649332832079381,0.0455564993899316,0.0272601254937054,NA,0.142882495187223
"Utility","TD",5,67.22,-210.77,425.54,433.31,0.525106647517532,0.973066303646192,0.406272720731795,0.165600211592391,NA,0.392999498639256
"Utility","TD",6,83.33,-150.32,304.64,312.41,0.895209939451888,0.943225271301344,0.882624627836049,0.469872584799305,NA,3.35385648889427
"Utility","TD",7,52.5,-270.62,545.24,553.01,0.753931205254048,0.197620301274583,0.983358829189092,0.00312386662699282,NA,0.18983699940145
"Utility","TD",8,66.94,-213.32,430.64,438.41,0.0560640415642411,0.783013365231454,0.0455564993899316,0.17261114423275,NA,3.41441693140154
"Utility","TD",9,66.11,-207.14,418.28,426.05,0.479448032099754,0.989872474921867,0.489237285684794,0.180785761028528,NA,0.208000437050192
"Utility","TD",10,82.78,-161.62,327.24,335.01,0.711294803768396,0.788163986755535,0.708530468167737,0.496258363546804,NA,2.30973086307261
"Utility","TD",11,68.61,-185.66,375.32,383.09,0.5048349336721,0.797194604296237,0.530574370853975,0.206577479831874,NA,2.5054881726885
"Utility","TD",12,62.5,-230.42,464.84,472.61,0.731893435353413,0.395451756194234,0.432588421739638,0.0531361151952296,NA,0.618170124012977
"Utility","TD",13,62.78,-214.28,432.56,440.33,0.275977379642427,0.511981163173914,0.102924682665616,0.0852651226986201,NA,2.39124982816227
"Utility","TD",14,55,-244.94,493.88,501.65,0.226354157319292,0.16033569118008,0.0455564993899316,0.0299066228929501,NA,0.894037933978152
"Utility","TD",15,73.33,-177.83,359.66,367.43,0.315573724219576,0.984172471100464,0.216407935833558,0.34208637169376,NA,1.69604673600736
"Utility","TD",16,66.94,-207.69,419.38,427.15,0.540354023920372,0.854036244563758,0.489237285684794,0.180785761028528,NA,0.362152148856662
"Utility","TD",17,61.11,-231.09,466.18,473.95,0.66359161795117,0.0660558908712119,0.147113647311926,0.0484312831480055,NA,1.97567781611326
"Utility","TD",18,67.5,-205.07,414.14,421.91,0.973287776112556,0.630256613949314,0.489237285684794,0.180785761028528,NA,0.855529390233469
"Utility","TD",19,65,-210.72,425.44,433.21,0.340647828998044,0.988910319516435,0.406272720731795,0.165600211592391,NA,0.211397308856249
"Utility","TD",20,60,-226.62,457.24,465.01,0.329378831898794,0.0628540490288287,0.147113647311926,0.0473206993896513,NA,2.33967715737489
"Utility","TD",21,50.56,-269.86,543.72,551.49,0.285566801903769,0.0508385861758143,0.994269776623696,0.00312386662699282,NA,0.410096168983728
"Utility","TD",22,64.44,-223.8,451.6,459.37,0.684979062527418,0.438995202770457,0.147113647311926,0.0581296056924015,NA,0.685128960758448
"Utility","TD",23,67.78,-216.76,437.52,445.29,0.529962481698021,0.27115519088693,0.147113647311926,0.112156222414032,NA,2.69503675574873
"Utility","TD",24,63.06,-233.6,471.2,478.97,0.779200294986367,0.728794121881947,0.147113647311926,0.0412676463995128,NA,0.160821524456017
"Utility","TD",25,57.78,-247.32,498.64,506.41,0.0281218434683979,0.533772448310629,0.0455564993899316,0.0299066228929501,NA,0.225168376229703
"Utility","TD",26,58.61,-233.36,470.72,478.49,0.128862570039928,0.17050133110024,0.414546335814521,0.0406355069670826,NA,1.37515528589011
"Utility","TD",27,80.28,-172.09,348.18,355.95,0.980796684976667,0.860091791022569,0.882624627836049,0.469872584799305,NA,1.2001721150753
"Utility","TD",28,57.5,-265.83,535.66,543.43,0.633000507717952,0.959949327167124,0.48621757247448,0.0189741692133248,NA,0.0240202485583723
"Utility","TD",29,64.44,-214.16,432.32,440.09,0.234798390883952,0.4054856733419,0.102924682665616,0.185736721167341,NA,3.89528230370438
"Utility","TD",30,49.44,-269.45,542.9,550.67,0.319981756620109,0.632078264839947,0.994269776623696,0.00312386662699282,NA,0.0559587455590604
"Utility","TD",31,85,-193.81,391.62,399.39,0.417691254755482,0.885661983396858,0.37765737176314,0.751838374417275,NA,1.4762263855988
"Utility","TD",32,51.67,-270.69,545.38,553.15,0.119032545015216,0.605491037247702,0.983358829189092,0.00312386662699282,NA,0.0459982767437321
"Utility","TD",33,83.06,-159.96,323.92,331.69,0.824352919822559,0.753800751408562,0.708530468167737,0.496258363546804,NA,2.89878896835935
"Utility","TD",34,64.44,-211.16,426.32,434.09,0.080542077543214,0.69156481907703,0.135485197327286,0.196957309199497,NA,3.2510444371212
"Utility","TD",35,68.06,-217.24,438.48,446.25,0.788759883260354,0.407168375095353,0.147113647311926,0.0939356583718211,NA,0.8810732345608
"Utility","TD",36,69.72,-196.86,397.72,405.49,0.960197768406942,0.814909122884274,0.489237285684794,0.180785761028528,NA,0.491239995229989
"Utility","TD",37,57.22,-267.22,538.44,546.21,0.983733647270128,0.387793875532225,0.48621757247448,0.0189741692133248,NA,0.184212701395154
"Utility","TD",38,67.5,-210.87,425.74,433.51,0.640330957481638,0.661732341628522,0.489237285684794,0.180785761028528,NA,1.1015722423634
"Utility","TD",39,66.11,-211.41,426.82,434.59,0.591888564871624,0.781977394130081,0.406272720731795,0.165600211592391,NA,1.17335850927503
"Utility","TD",40,62.5,-219.19,442.38,450.15,0.185236022341996,0.927017299691215,0.147113647311926,0.0939356583718211,NA,0.406216487288475
"Utility","TD",41,66.94,-211.18,426.36,434.13,0.5952471755445,0.540940156206489,0.489237285684794,0.180785761028528,NA,1.71158919288757
"Utility","TD",42,53.61,-270.39,544.78,552.55,0.265401779906824,0.195171546889469,0.983358829189092,0.00312386662699282,NA,0.226954524639678
"Utility","TD",43,50.83,-271.31,546.62,554.39,0.604935176437721,0.398145136190578,0.414546335814521,0.000625708112493142,NA,0.0485801249742508
"Utility","TD",44,64.17,-211.64,427.28,435.05,0.470244030002505,0.685449249343947,0.147113647311926,0.0939356583718211,NA,0.648697707336396
"Utility","TD",45,58.33,-236.88,477.76,485.53,0.371720403432846,0.503097830805928,0.0455564993899316,0.0370386692415405,NA,0.322839245665818
"Utility","TD",46,50.56,-265.77,535.54,543.31,0.361050225095823,0.370053818682209,0.102102513890713,0.0122311907629668,NA,0.173567070005157
"Utility","TD",47,71.94,-190.81,385.62,393.39,0.594613759312779,0.789667062694207,0.498396171733934,0.24715022196953,NA,2.04544003671947
"Utility","TD",48,57.5,-240.86,485.72,493.49,0.628910263301805,0.0369398219045252,0.0455564993899316,0.0299066228929501,NA,1.35408596597136
"Utility","TD",49,71.39,-213.17,430.34,438.11,0.254382238723338,0.857857148861513,0.287577520124614,0.353586511645466,NA,0.936107955831003
"Utility","TD",50,68.61,-214.4,432.8,440.57,0.629901704145595,0.59963444317691,0.708530468167737,0.180704162564054,NA,1.13030682034315
"Utility","RSTD",1,66.11,-214.66,435.32,446.98,0.285107890376821,0.724670132622123,0.312283298699185,0.127531650243327,0.163227981003001,1.43561604238095
"Utility","RSTD",2,56.39,-301.27,608.54,620.2,0.950232450617477,0.206436974462122,0.413724326295778,0.343516472261399,0.0523355591576546,0.364579517394304
"Utility","RSTD",3,58.06,-245.56,497.12,508.78,0.536011227406561,0.200363578274846,0.413724326295778,0.343516472261399,0.0523355591576546,1.00568439900399
"Utility","RSTD",4,55.56,-264.51,535.02,546.68,0.321220333920792,0.649332832079381,0.413724326295778,0.343516472261399,0.0523355591576546,0.142882495187223
"Utility","RSTD",5,67.22,-212.19,430.38,442.04,0.525106647517532,0.973066303646192,0.458816583798468,0.43841734872818,0.201747586185634,0.392999498639256
"Utility","RSTD",6,90.28,-147.7,301.4,313.06,0.895209939451888,0.943225271301344,0.368845450924709,0.656758127966896,0.919247620040551,3.35385648889427
"Utility","RSTD",7,53.06,-347.67,701.34,713,0.753931205254048,0.197620301274583,0.413724326295778,0.343516472261399,0.0523355591576546,0.18983699940145
"Utility","RSTD",8,68.33,-194.8,395.6,407.26,0.0560640415642411,0.783013365231454,0.718267212994397,0.303630819218233,0.160438745515421,3.41441693140154
"Utility","RSTD",9,67.78,-205.63,417.26,428.92,0.479448032099754,0.989872474921867,0.546682389381826,0.717584817449749,0.199188060821592,0.208000437050192
"Utility","RSTD",10,83.61,-157.85,321.7,333.36,0.711294803768396,0.788163986755535,0.808088171249256,0.612771003274247,0.455219999421388,2.30973086307261
"Utility","RSTD",11,85.56,-174.21,354.42,366.08,0.5048349336721,0.797194604296237,0.456614735303447,0.374462775886059,0.735473454697058,2.5054881726885
"Utility","RSTD",12,63.89,-226.58,459.16,470.82,0.731893435353413,0.395451756194234,0.82148963849619,0.758034680623189,0.0494216652680184,0.618170124012977
"Utility","RSTD",13,66.67,-216.37,438.74,450.4,0.275977379642427,0.511981163173914,0.312283298699185,0.127531650243327,0.163227981003001,2.39124982816227
"Utility","RSTD",14,56.11,-247.38,500.76,512.42,0.226354157319292,0.16033569118008,0.80689954617992,0.856806367637664,0.0408449186943471,0.894037933978152
"Utility","RSTD",15,78.61,-174.72,355.44,367.1,0.315573724219576,0.984172471100464,0.541502492874861,0.296025329688564,0.50593522307463,1.69604673600736
"Utility","RSTD",16,68.61,-205.44,416.88,428.54,0.540354023920372,0.854036244563758,0.546682389381826,0.717584817449749,0.199188060821592,0.362152148856662
"Utility","RSTD",17,59.44,-229.42,464.84,476.5,0.66359161795117,0.0660558908712119,0.82148963849619,0.758034680623189,0.0494216652680184,1.97567781611326
"Utility","RSTD",18,72.22,-204.69,415.38,427.04,0.973287776112556,0.630256613949314,0.640506813768297,0.710182401351631,0.269780704930647,0.855529390233469
"Utility","RSTD",19,66.11,-210.33,426.66,438.32,0.340647828998044,0.988910319516435,0.640506813768297,0.710182401351631,0.172164076304063,0.211397308856249
"Utility","RSTD",20,58.06,-229.27,464.54,476.2,0.329378831898794,0.0628540490288287,0.413724326295778,0.343516472261399,0.0523355591576546,2.33967715737489
"Utility","RSTD",21,49.72,-314.44,634.88,646.54,0.285566801903769,0.0508385861758143,0.80689954617992,0.856806367637664,0.0408449186943471,0.410096168983728
"Utility","RSTD",22,66.67,-218.03,442.06,453.72,0.684979062527418,0.438995202770457,0.82148963849619,0.758034680623189,0.0494216652680184,0.685128960758448
"Utility","RSTD",23,67.5,-213.86,433.72,445.38,0.529962481698021,0.27115519088693,0.640506813768297,0.710182401351631,0.0803082853462425,2.69503675574873
"Utility","RSTD",24,63.33,-232.97,471.94,483.6,0.779200294986367,0.728794121881947,0.413724326295778,0.343516472261399,0.0523355591576546,0.160821524456017
"Utility","RSTD",25,60.28,-259,524,535.66,0.0281218434683979,0.533772448310629,0.413724326295778,0.343516472261399,0.0523355591576546,0.225168376229703
"Utility","RSTD",26,59.72,-234.4,474.8,486.46,0.128862570039928,0.17050133110024,0.413724326295778,0.343516472261399,0.0523355591576546,1.37515528589011
"Utility","RSTD",27,76.39,-176.24,358.48,370.14,0.980796684976667,0.860091791022569,0.844456435274333,0.800811847791746,0.330288561046049,1.2001721150753
"Utility","RSTD",28,57.22,-304.15,614.3,625.96,0.633000507717952,0.959949327167124,0.413724326295778,0.343516472261399,0.0523355591576546,0.0240202485583723
"Utility","RSTD",29,63.89,-208.29,422.58,434.24,0.234798390883952,0.4054856733419,0.312283298699185,0.127531650243327,0.163227981003001,3.89528230370438
"Utility","RSTD",30,50.28,-309.53,625.06,636.72,0.319981756620109,0.632078264839947,0.80689954617992,0.856806367637664,0.0408449186943471,0.0559587455590604
"Utility","RSTD",31,85.28,-179.53,365.06,376.72,0.417691254755482,0.885661983396858,0.456614735303447,0.374462775886059,0.735473454697058,1.4762263855988
"Utility","RSTD",32,49.72,-325.32,656.64,668.3,0.119032545015216,0.605491037247702,0.80689954617992,0.856806367637664,0.0408449186943471,0.0459982767437321
