"fit_model","Subject","ACC","LogL","AIC","BIC","param_1","param_2","param_3"
"RSTD","49",91.67,131.52,269.04,280.7,0.0162158447089744,0.39344075290225,0.771194266489913
"RSTD","50",64.44,173.27,352.54,364.2,0.550602105060617,0.108516160052976,0.0982225513537758
"RSTD","51",88.33,260.93,527.86,539.52,0.0813132395728322,0.999615159517148,0.752122737948421
"RSTD","52",56.11,256.63,519.26,530.92,0.345331231078513,0.448116470045975,0.0205236268658559
"RSTD","53",87.22,195.26,396.52,408.18,0.043640162167235,0.64179130292101,0.756439075091262
"RSTD","54",54.44,227.27,460.54,472.2,0.24793417252841,0.26549813492095,0.038004223284254
"RSTD","55",95.28,149.71,305.42,317.08,1.36787483521694e-07,0.23543483681609,1.00467603792915
"RSTD","56",93.06,143.91,293.82,305.48,0.0487552571181949,0.382443866599476,0.901974714387948
"RSTD","57",98.33,40.45,86.9,98.56,0.0228665998825273,0.999999842191149,1.15151601336495
"RSTD","58",88.89,210.13,426.26,437.92,0.00412822280979491,0.0154594697141018,0.823249781279814
"RSTD","59",92.5,103.23,212.46,224.12,3.36603064610109e-07,0.446203303917789,0.745963764434978
"RSTD","60",86.67,136.62,279.24,290.9,0.0160486615143862,6.47532601529202e-08,1.4973569890199
"RSTD","61",55.28,238.96,483.92,495.58,4.48927643399539e-08,0.0405947071661215,0.0380016013430336
"RSTD","62",58.33,214.13,434.26,445.92,0.217267791806479,0.0323918112657918,0.0383228166091961
"RSTD","63",98.61,18.03,42.06,53.72,1.35648410284952e-07,0.620004322596461,1.11247839334625
"RSTD","64",94.72,64.53,135.06,146.72,0.000296317725963642,0.126502888805592,0.900984340720382
"RSTD","65",88.06,229.19,464.38,476.04,0.0316709198108772,0.31347219416729,0.811006035203275
"RSTD","67",81.11,138.47,282.94,294.6,0.027018220385696,0.0498587890622195,0.761096211627803
"RSTD","68",53.61,247.01,500.02,511.68,0.278813632433769,0.404455423174574,0.0268066206176635
"RSTD","69",47.78,271.16,548.32,559.98,0.0131694995393573,0.747832362476634,4.38468660141662e-05
"RSTD","70",90.56,118.66,243.32,254.98,5.07407138233473e-07,0.997805675456546,0.765883315523395
"RSTD","71",60.28,263.35,532.7,544.36,0.0742153413967184,0.414056381808141,0.0324442357865307
"RSTD","72",50,293.4,592.8,604.46,0.21323846250312,0.843537981784123,0.000434665431475121
"RSTD","73",92.22,42.15,90.3,101.96,0.00412822280979491,0.0154594697141018,0.823249781279814
"RSTD","74",68.33,176.86,359.72,371.38,0.104725477018218,8.65760930235311e-07,0.0974690089467514
"RSTD","75",92.22,103,212,223.66,0.0389298433176288,0.408695353275654,0.801749687790191
"RSTD","76",55.56,227.76,461.52,473.18,0.507633979817115,0.701123511607756,0.0231393759933833
"RSTD","77",61.94,220.49,446.98,458.64,0.488483321296856,0.722322911576897,0.0738948648856066
"RSTD","78",95,112.13,230.26,241.92,0.0471817377962492,0.219549892986186,1.10932239694497
"RSTD","79",92.22,111.93,229.86,241.52,1.78174298865647e-07,0.884066871603944,0.702539221181675
"RSTD","80",87.5,103.18,212.36,224.02,0.0059606233813588,4.65023752308738e-05,0.967683574621307
"RSTD","81",95,126.44,258.88,270.54,0.0342779584815469,0.758708908742839,0.948660397923277
"RSTD","82",95.28,126.35,258.7,270.36,7.96716453678706e-07,0.523552362987856,0.920385079643517
"RSTD","83",88.89,163.23,332.46,344.12,9.66230339596343e-08,0.466091060629223,0.664842005771143
"RSTD","84",96.67,73.31,152.62,164.28,9.54538841956464e-08,0.837685948619497,0.993808234282191
"RSTD","85",62.5,224.57,455.14,466.8,0.487280801364141,0.80434846840996,0.0323226241535881
"RSTD","86",97.78,25.44,56.88,68.54,2.25069681210534e-07,7.33864861931643e-08,1.3923613514963
"RSTD","87",56.39,245.84,497.68,509.34,0.261038690826693,0.411462338811794,0.0324768426524337
"RSTD","88",58.89,233.02,472.04,483.7,0.265857318327065,0.697927455334025,0.0398724483160891
"RSTD","89",86.11,108.05,222.1,233.76,0.0843185942753954,0.281223481661697,0.714684158674028
"RSTD","90",60,206.23,418.46,430.12,0.112888204538679,0.401791711843121,0.0469658691152033
"RSTD","91",73.61,221.18,448.36,460.02,4.1083152641813e-08,9.11882256184478e-07,0.246238831286814
"RSTD","92",55.28,244.84,495.68,507.34,0.230562402381912,0.314756775670458,0.0278092989258826
"RSTD","93",56.94,218.05,442.1,453.76,0.4288435921613,0.893875892604958,0.0402160642121505
"RSTD","94",98.61,12.2,30.4,42.06,0.0329801080108557,0.274374513464394,1.53167256841505
"RSTD","95",85.28,239.6,485.2,496.86,0.0250352398830338,0.787380286260515,0.656784637232937
"RSTD","96",53.89,225.11,456.22,467.88,0.941009496700692,0.812276378011066,0.0257389610490982
"RSTD","97",90.28,108.48,222.96,234.62,0.00412822280979491,0.0154594697141018,0.823249781279814
"RSTD","98",61.67,255.74,517.48,529.14,0.0158100790865151,0.0144613782105933,0.143487125791818
"RSTD","99",92.22,123.18,252.36,264.02,0.00412822280979491,0.0154594697141018,0.823249781279814
"RSTD","100",57.5,242.7,491.4,503.06,0.23343191653516,0.369059589675886,0.030534922319531
"RSTD","101",56.94,260.2,526.4,538.06,0.205872665575723,0.679184666315028,0.036715203952494
"RSTD","102",93.33,201.3,408.6,420.26,0.0409020986044956,0.207395866515184,0.993335220709828
"RSTD","103",93.61,152.42,310.84,322.5,0.0198697821830133,0.272189476212633,0.903957790816675
"RSTD","104",96.94,71.92,149.84,161.5,1.21458944724992e-07,0.688909360637334,1.00530192985349
"RSTD","105",95.83,57.8,121.6,133.26,0.050377181464133,0.740905671110563,1.005566845076
"RSTD","106",89.44,105.52,217.04,228.7,0.0197918000322068,0.93810663538545,0.643830446338075
"RSTD","107",80.83,143.17,292.34,304,0.0407399540990155,0.0370680546518989,1.29554315558092
"RSTD","108",81.67,171.98,349.96,361.62,0.00631326068494275,0.0730359454119055,0.539233599648238
"RSTD","109",68.61,208.39,422.78,434.44,0.0289877672099899,1.37216488257104e-06,0.144834472024051
"RSTD","110",96.11,48.1,102.2,113.86,0.0238146762345316,0.206292620117338,1.12373769560897
"RSTD","111",91.67,108.61,223.22,234.88,0.0479722441412523,0.425397994569174,0.786690636692459
"RSTD","113",91.94,112.58,231.16,242.82,0.000228753045077482,0.000422209019852129,0.74311968529844
"RSTD","114",88.61,89.59,185.18,196.84,3.15113410470203e-06,6.98860458409342e-07,0.659530226532811
"RSTD","115",59.72,224.83,455.66,467.32,0.209344073720889,4.24174852756381e-08,0.0411403932960556
"RSTD","116",92.22,108.92,223.84,235.5,0.0545581064744889,0.436052845796117,0.792270764346125
"RSTD","117",60,224.28,454.56,466.22,0.262826539602075,0.400758964607488,0.0538488516182558
"RSTD","118",91.11,109.06,224.12,235.78,1.81616591432743e-05,0.793947625608016,0.711948493784416
"RSTD","119",98.61,30,66,77.66,0.0225312697836165,0.476130468756114,1.50387617726232
"RSTD","120",91.67,57.44,120.88,132.54,0.00412822280979491,0.0154594697141018,0.823249781279814
"RSTD","121",80.56,148.2,302.4,314.06,2.14004243264619e-06,3.85875877051091e-07,0.419176745666484
"RSTD","122",87.22,197.17,400.34,412,4.1291285973193e-08,0.592142812367572,0.744886319769447
"RSTD","123",88.06,231.07,468.14,479.8,0.00412822280979491,0.0154594697141018,0.823249781279814
"RSTD","124",91.67,94.16,194.32,205.98,1.03979370731611e-06,1.45180402248089e-06,0.667208613258122
"RSTD","125",91.11,197.61,401.22,412.88,2.8230109717521e-07,0.672494851911271,0.720101320928078
"RSTD","126",89.72,137.3,280.6,292.26,0.0163359509895708,0.830104489512925,0.697265387976415
"RSTD","127",94.17,202.54,411.08,422.74,8.88297358737429e-08,0.106553423032814,0.882166954764543
"RSTD","128",54.44,276.65,559.3,570.96,0.487279649044244,0.623403202947763,0.0194556610252051
"RSTD","129",97.5,22.26,50.52,62.18,0.0135528997393949,0.314078646776136,1.04321788563295
"Utility","1",51.94,223.51,453.02,464.68,2.453246263439e-07,0.386156021063271,0.253763012811383
"Utility","2",73.61,203.76,413.52,425.18,4.3633213838512e-08,0.687683551827664,1.29882481527554
"Utility","3",88.89,103.66,213.32,224.98,1.32961100941973e-08,0.825792268414428,1.38218976152483
"Utility","4",58.89,224.36,454.72,466.38,9.46948466377026e-09,0.667323095695535,0.210932864871983
"Utility","5",95.83,164.69,335.38,347.04,6.54682500463817e-08,0.947602154440495,1.28509700189041
"Utility","6",57.78,233.89,473.78,485.44,3.51023317507136e-08,0.493978316936518,0.28415839028253
"Utility","7",58.33,211.13,428.26,439.92,0.261979011025718,0.53388210831027,0.258290621006033
"Utility","8",82.22,93.86,193.72,205.38,0.00900508985048592,0.880863331055931,1.20500714301296
