"fit_model","Subject","ACC","LogL","AIC","BIC","param_1","param_2","param_3"
"Utility","55",55.28,250.93,507.86,519.52,0.465962450252846,0.0935949867125601,0.766911653336138
"Utility","56",56.67,271.03,548.06,559.72,0.465962450252846,0.0935949867125601,0.766911653336138
"Utility","57",56.94,241.67,489.34,501,0.430137590364379,0.243586363472913,0.642989679074406
"Utility","58",50.83,279.6,565.2,576.86,0.465962450252846,0.0935949867125601,0.766911653336138
"Utility","59",59.72,242.16,490.32,501.98,0.446453389442026,0.197464552590631,0.616510266521304
"Utility","60",79.44,210.17,426.34,438,0.0458311666734517,0.59998895926401,8.47453165100887
"Utility","61",52.5,276.5,559,570.66,0.465962450252846,0.0935949867125601,0.766911653336138
"Utility","62",50,250.37,506.74,518.4,0.465962450252846,0.0935949867125601,0.766911653336138
"Utility","63",56.67,244.81,495.62,507.28,0.349526242095472,0.207023179425243,0.611556290616335
"Utility","64",55.28,245.09,496.18,507.84,0.465962450252846,0.0935949867125601,0.766911653336138
"Utility","65",53.89,277.22,560.44,572.1,0.418982254369604,0.16457591065989,0.608391381005869
"Utility","67",58.33,238.92,483.84,495.5,0.412590893202121,0.377943009718755,0.643495404717137
"Utility","68",50.83,238.38,482.76,494.42,0.413724326295778,0.343516472261399,0.104671118315309
"Utility","69",50.28,248.49,502.98,514.64,0.413724326295778,0.343516472261399,0.104671118315309
"Utility","70",52.78,221.71,449.42,461.08,0.420662452218242,0.227997557139267,0.582312862526287
"Utility","71",54.17,250.6,507.2,518.86,0.465962450252846,0.0935949867125601,0.766911653336138
"Utility","72",50.56,295.84,597.68,609.34,0.413724326295778,0.343516472261399,0.104671118315309
"Utility","73",54.17,223.36,452.72,464.38,0.384117052518962,0.303385210937441,0.594793939497063
"Utility","74",82.5,222.09,450.18,461.84,0.0458311666734517,0.59998895926401,8.47453165100887
"Utility","75",52.5,239.29,484.58,496.24,0.3730479291944,0.198563263148736,0.706404444239974
"Utility","76",49.72,259.71,525.42,537.08,0.413724326295778,0.343516472261399,0.104671118315309
"Utility","77",59.17,255.96,517.92,529.58,0.594270876953072,0.33656979749192,0.494922623315959
"Utility","78",56.39,248.75,503.5,515.16,0.465962450252846,0.0935949867125601,0.766911653336138
"Utility","79",56.39,245.03,496.06,507.72,0.423886705517779,0.209087047533329,0.550765837857683
"Utility","80",54.72,259.72,525.44,537.1,0.486785194788354,0.307556096016505,0.453056440590156
"Utility","81",56.94,221.72,449.44,461.1,0.413478656873417,0.214740313081089,0.58273657354787
"Utility","82",51.11,258.28,522.56,534.22,0.422751128596784,0.201299975171075,0.541813374937573
"Utility","83",60,243.32,492.64,504.3,0.252542516449466,0.292262758252086,0.611388655138613
"Utility","84",54.72,242.01,490.02,501.68,0.399454671454011,0.290868786895848,0.53085788283329
"Utility","85",57.22,253.19,512.38,524.04,0.465962450252846,0.0935949867125601,0.766911653336138
"Utility","86",53.33,266.66,539.32,550.98,0.392781836826328,0.260892222348629,0.582424572319942
"Utility","87",55,254.18,514.36,526.02,0.499172725948912,0.32141927273153,0.516281883316098
"Utility","88",58.33,248.41,502.82,514.48,0.465962450252846,0.0935949867125601,0.766911653336138
"Utility","89",58.06,240.45,486.9,498.56,0.438028264218303,0.16337736147152,0.679956511120549
"Utility","90",56.67,243.09,492.18,503.84,0.465962450252846,0.0935949867125601,0.766911653336138
"Utility","91",50,248.04,502.08,513.74,0.501816494497198,0.187472979302924,0.536564795864928
"Utility","92",56.11,232.85,471.7,483.36,0.465962450252846,0.0935949867125601,0.766911653336138
"Utility","93",54.72,254.28,514.56,526.22,0.465962450252846,0.0935949867125601,0.766911653336138
"Utility","94",57.78,221.51,449.02,460.68,0.348566663070398,0.217423917460317,0.717588763235788
"Utility","95",53.33,274.64,555.28,566.94,0.465400697594136,0.159754177041162,0.561057527130771
"Utility","96",53.33,260.99,527.98,539.64,0.413724326295778,0.343516472261399,0.104671118315309
"Utility","97",53.61,218.28,442.56,454.22,0.3962686811741,0.153894873516151,0.794776928553618
"Utility","98",57.22,253.52,513.04,524.7,0.465962450252846,0.0935949867125601,0.766911653336138
"Utility","99",55.83,241.46,488.92,500.58,0.374186461875076,0.276034330816341,0.987378645991169
"Utility","100",54.17,282.03,570.06,581.72,0.413724326295778,0.343516472261399,0.104671118315309
"Utility","101",52.5,269.02,544.04,555.7,0.383960184240515,0.290243509509448,0.500883937670762
"Utility","102",55.28,231.59,469.18,480.84,0.465962450252846,0.0935949867125601,0.766911653336138
"Utility","103",50.56,252.39,510.78,522.44,0.363545035445195,0.279216802131693,0.454683934679008
"Utility","104",56.11,249.61,505.22,516.88,0.415663659892149,0.304592900209236,0.703395964708479
"Utility","105",52.78,224.13,454.26,465.92,0.438569031603718,0.278309730823195,0.469890801198365
"Utility","106",54.72,236.05,478.1,489.76,0.389523073512755,0.334641062836404,0.47613514881056
"Utility","107",54.44,234.1,474.2,485.86,0.390891163850219,0.203715404649228,0.680133014078494
"Utility","108",53.33,215.6,437.2,448.86,0.430079424200801,0.426343527985047,0.515006131931656
"Utility","109",53.89,242.91,491.82,503.48,0.465962450252846,0.0935949867125601,0.766911653336138
"Utility","110",59.44,246.11,498.22,509.88,0.252542516449466,0.144969503543794,1.11201768247737
"Utility","111",58.33,265.35,536.7,548.36,0.465962450252846,0.0935949867125601,0.766911653336138
"Utility","113",56.11,241.3,488.6,500.26,0.465962450252846,0.0935949867125601,0.766911653336138
"Utility","114",55.56,241.65,489.3,500.96,0.252542516449466,0.0349326007969016,2.19556317274784
"Utility","115",56.11,221.35,448.7,460.36,0.465962450252846,0.0935949867125601,0.766911653336138
"Utility","116",58.33,238.62,483.24,494.9,0.409467876051476,0.351857224515255,0.450621444701775
"Utility","117",53.61,213.01,432.02,443.68,0.419936733653494,0.253187227223664,0.645609710998061
"Utility","118",55,226.58,459.16,470.82,0.465962450252846,0.0935949867125601,0.766911653336138
"Utility","119",55.83,271.57,549.14,560.8,0.465962450252846,0.0935949867125601,0.766911653336138
"Utility","120",57.5,240.78,487.56,499.22,0.465962450252846,0.0935949867125601,0.766911653336138
"Utility","121",57.5,231.89,469.78,481.44,0.994269776623696,0.000624773325398564,2.19767631264403
"Utility","122",52.5,248.34,502.68,514.34,0.465962450252846,0.0935949867125601,0.766911653336138
"Utility","123",56.39,298.5,603,614.66,0.465962450252846,0.0935949867125601,0.766911653336138
"Utility","124",54.17,245.46,496.92,508.58,0.38839835644894,0.298769283538602,0.677235988924248
"Utility","125",52.78,257.28,520.56,532.22,0.413724326295778,0.343516472261399,0.104671118315309
"Utility","126",57.22,243.08,492.16,503.82,0.388326052214332,0.181490619134332,0.64225498265017
"Utility","127",49.44,255.44,516.88,528.54,0.465962450252846,0.0935949867125601,0.766911653336138
"Utility","128",51.39,261.65,529.3,540.96,0.413724326295778,0.343516472261399,0.104671118315309
"Utility","129",56.67,244.9,495.8,507.46,0.465962450252846,0.0935949867125601,0.766911653336138
