"fit_model","Subject","ACC","LogL","AIC","BIC","param_1","param_2","param_3"
"Utility","52",51.11,238.97,483.94,495.6,0.197434261441231,0.312807861715555,0.213957786800504
"Utility","53",64.44,223.41,452.82,464.48,0,0.73825547657907,0.412436815292601
"Utility","54",61.39,253.77,513.54,525.2,0.266204744577408,0.516365639865398,0.122676646336913
"Utility","55",90.28,127.62,261.24,272.9,0,0.984379053115845,0.837496740983963
"Utility","56",76.67,203.93,413.86,425.52,0,0.962824060352432,0.367428440251388
"Utility","57",98.89,51.11,108.22,119.88,0,0.946678757667542,2.84856716170907
"Utility","58",81.67,208.74,423.48,435.14,0,0.428148870392761,8.92980602046262
"Utility","59",89.17,126.27,258.54,270.2,0,0.938479467353318,1.00062891840935
"Utility","60",80.28,124.94,255.88,267.54,0.0290670990943909,0.804708475247025,2.30495319198963
"Utility","61",54.72,262.39,530.78,542.44,0.0429392702353653,0.502034947276115,0.188230881577617
"Utility","62",55.28,244.49,494.98,506.64,0.00749684311449528,0.242324531078339,0.484280214194536
"Utility","63",98.61,41.14,88.28,99.94,0,0.787435263395309,3.29784864025021
"Utility","64",91.94,64.4,134.8,146.46,0,0.93577341735363,1.14612870687449
"Utility","65",57.78,264.84,535.68,547.34,0.022723063826561,0.496092707384378,0.24167606841433
"Utility","67",77.5,146.42,298.84,310.5,0.00902420686064694,0.860144817270339,1.31241657119244
"Utility","68",60.28,229.99,465.98,477.64,0.0177531568333507,0.0933055356144905,0.690554389846511
"Utility","69",51.67,246.97,499.94,511.6,0.675481641445003,0.0228128354647197,0.170576554513097
"Utility","70",87.5,94.24,194.48,206.14,0,0.559704747051001,5.72860643640161
"Utility","71",61.39,246.72,499.44,511.1,0.00773456692695618,0.371449813712388,0.30502822752998
"Utility","72",53.61,293,592,603.66,0.0131596857354452,0.00499240380668198,0.0997694411198609
"Utility","73",93.61,37.87,81.74,93.4,0,0.760646000970155,2.73166479939425
"Utility","74",87.22,166.78,339.56,351.22,0.025629123348003,0.863105788826942,2.69950701296329
"Utility","75",90,136.35,278.7,290.36,0.00377959152683616,0.818827112278086,2.08281026314944
"Utility","76",49.44,252.72,511.44,523.1,0.925567605514516,0.981886430352461,0.0153544999421835
"Utility","77",58.61,253.18,512.36,524.02,0.478100746870041,0.594525396823883,0.251312890221693
"Utility","78",86.94,95.59,197.18,208.84,0.000471904896739253,0.468837936431808,9.75732625510204
"Utility","79",57.5,238.75,483.5,495.16,0.972043874731753,0.528091475367546,0.196452671722889
