"fit_model","Subject","ACC","LogL","AIC","BIC","param_1","param_2","param_3"
"Utility","115",53.89,220.31,446.62,458.28,1,0,1.11443704776354
"Utility","116",49.44,271.17,548.34,560,1e-05,1e-05,9.99999714042236e-06
"Utility","117",68.89,174.71,355.42,367.08,0,0.340873100287209,10
"Utility","118",87.78,86.03,178.06,189.72,0,0.474769532410603,10
"Utility","119",98.89,70.46,146.92,158.58,0,0.951368934305694,10
"Utility","120",90,77.2,160.4,172.06,0,0.488089756573989,10
"Utility","121",79.72,148.2,302.4,314.06,0,0.388008473115903,10
"Utility","122",80.28,181.83,369.66,381.32,0,0.708143788494601,1.92053474964803
"Utility","123",82.78,223.56,453.12,464.78,0,1,0.587683112352554
"Utility","124",86.94,117.17,240.34,252,0,0.484875470270227,8.8382764420676
"Utility","125",58.06,239.69,485.38,497.04,0,0,1.49155252850713
"Utility","126",86.94,114.51,235.02,246.68,0,0.467444432892362,10
"Utility","127",53.89,239.43,484.86,496.52,0,0.000106508561315385,1.26431223101353
"Utility","128",55.56,253.76,513.52,525.18,1e-05,1e-05,0.855417383256922
"Utility","129",98.33,116.52,239.04,250.7,0,1,10
