simulate_model,fit_model,iteration,ACC,LogL,LogPr,LogPo,AIC,BIC,input_param_1,input_param_2,input_param_3,output_param_1,output_param_2,output_param_3
RSTD,RSTD,37,100,-170.28,NA,NA,346.56,358.22,0.983733647,0.387793876,0.184212701,0.976498384,0.300799195,0.132545009
RSTD,RSTD,38,100,-81.3,NA,NA,168.6,180.26,0.640330957,0.661732342,1.101572242,0.366232459,0.611743255,1.229237771
RSTD,RSTD,39,100,-79.56,NA,NA,165.12,176.78,0.591888565,0.781977394,1.173358509,0.920414273,0.856111302,1.297811458
RSTD,RSTD,40,100,-158.6,NA,NA,323.2,334.86,0.185236022,0.9270173,0.406216487,0.199316595,0.977572322,0.349853903
RSTD,RSTD,41,100,-94.98,NA,NA,195.96,207.62,0.595247176,0.540940156,1.711589193,0.690746381,0.419077622,1.187264782
RSTD,RSTD,42,100,-191.61,NA,NA,389.22,400.88,0.26540178,0.195171547,0.226954525,0.895886094,0.335828837,0.091507803
RSTD,RSTD,43,100,-211.4,NA,NA,428.8,440.46,0.604935176,0.398145136,0.048580125,0.999997775,0.325247729,0.037219092
RSTD,RSTD,44,100,-175,NA,NA,356,367.66,0.47024403,0.685449249,0.648697707,0.742106017,0.744137331,0.40357938
RSTD,RSTD,45,100,-195.57,NA,NA,397.14,408.8,0.371720403,0.503097831,0.322839246,0.395518885,0.424046089,0.15821365
RSTD,RSTD,46,100,-194.64,NA,NA,395.28,406.94,0.361050225,0.370053819,0.17356707,0.561856459,0.434339374,0.125451933
RSTD,RSTD,47,100,-79.56,NA,NA,165.12,176.78,0.594613759,0.789667063,2.045440037,0.920414273,0.856111302,1.297811458
RSTD,RSTD,48,100,-57.78,NA,NA,121.56,133.22,0.628910263,0.036939822,1.354085966,0.916075541,1.22E-08,4.747709467
RSTD,RSTD,49,100,-102.98,NA,NA,211.96,223.62,0.254382239,0.857857149,0.936107956,0.668564916,0.832413536,0.867373985
RSTD,RSTD,50,100,-81.16,NA,NA,168.32,179.98,0.629901704,0.599634443,1.13030682,0.999999965,0.518682214,1.916276199
RSTD,RSTD,51,100,-95.99,NA,NA,197.98,209.64,0.958562755,0.446684151,1.468605189,0.720734493,0.34918529,0.866940428
RSTD,RSTD,52,100,-89.62,NA,NA,185.24,196.9,0.378760502,0.716149266,1.183828596,0.877757898,0.853823323,1.186918525
RSTD,RSTD,53,100,-166.02,NA,NA,338.04,349.7,0.843001339,0.428967847,0.430095954,0.69866833,0.255898008,0.261762877
RSTD,RSTD,54,100,-68.35,NA,NA,142.7,154.36,0.111280993,0.926345026,1.52358876,0.100231191,0.92199109,2.533109847
RSTD,RSTD,55,100,-85.03,NA,NA,176.06,187.72,0.231767057,0.779834398,3.557625862,0.775909585,0.871606072,1.984043144
RSTD,RSTD,56,100,-85.77,NA,NA,177.54,189.2,0.386252531,0.815260801,1.644740685,0.799438519,0.876807592,1.983852472
RSTD,RSTD,57,100,-195.23,NA,NA,396.46,408.12,0.652987489,0.6702823,0.116263606,0.88457189,0.554629083,0.086439926
RSTD,RSTD,58,100,-161.47,NA,NA,328.94,340.6,0.560497719,0.274772667,0.529099579,0.629023488,0.230016775,0.305093795
RSTD,RSTD,59,100,-103.66,NA,NA,213.32,224.98,0.59710633,0.589335348,0.931611172,0.72929011,0.490426769,0.82428052
RSTD,RSTD,60,100,-78.11,NA,NA,162.22,173.88,0.987134295,0.800411854,1.297647141,0.417391452,0.712342627,3.302832124
RSTD,RSTD,61,100,-202.86,NA,NA,411.72,423.38,0.718285635,0.565618214,0.064915997,0.999997246,0.647116398,0.046853494
RSTD,RSTD,62,100,-144.17,NA,NA,294.34,306,0.12512722,0.773224814,0.583291863,0.10066451,0.89116851,0.524159573
RSTD,RSTD,63,100,-196.67,NA,NA,399.34,411,0.499009405,0.098831951,0.092432989,0.926495953,0.129759043,0.066094364
RSTD,RSTD,64,100,-93.67,NA,NA,193.34,205,0.333673485,0.454882016,2.706964234,0.734263702,0.470711123,1.370118288
RSTD,RSTD,65,100,-121.32,NA,NA,248.64,260.3,0.810415167,0.018728345,0.165121834,0.985859777,8.81E-08,0.164139917
RSTD,RSTD,66,100,-164.12,NA,NA,334.24,345.9,0.461979309,0.296923782,0.458040716,0.55039213,0.256077451,0.306250187
RSTD,RSTD,67,100,-205.8,NA,NA,417.6,429.26,0.285626433,0.528872284,0.147296045,0.377989266,0.6908654,0.092462952
RSTD,RSTD,68,100,-179.55,NA,NA,365.1,376.76,0.732509627,0.600311974,0.449271725,0.602133273,0.330009435,0.221808514
RSTD,RSTD,69,100,-127.32,NA,NA,260.64,272.3,0.977929984,0.529096167,0.751786147,0.894467052,0.409818101,0.573775062
RSTD,RSTD,70,100,-127.31,NA,NA,260.62,272.28,0.98177182,0.159414227,0.477379389,0.674945064,0.118007643,0.435615716
RSTD,RSTD,71,100,-188.21,NA,NA,382.42,394.08,0.922829337,0.366323065,0.086443076,0.754226501,0.284406071,0.085687288
RSTD,RSTD,72,100,-71.07,NA,NA,148.14,159.8,0.437475311,0.144657691,1.512042457,0.303491963,0.120260444,1.672185075
RSTD,RSTD,73,100,-68.45,NA,NA,142.9,154.56,0.081240393,0.858433881,1.576746266,0.089700601,0.917323167,3.343452739
RSTD,RSTD,74,100,-209.86,NA,NA,425.72,437.38,0.76906401,0.423705151,0.055009087,0.992293114,0.288730129,0.040029385
RSTD,RSTD,75,100,-242.4,NA,NA,490.8,502.46,0.272335054,0.099244234,0.019572684,0.129803104,0.51344834,6.61E-10
RSTD,RSTD,76,100,-93.75,NA,NA,193.5,205.16,0.714246998,0.356464033,1.335081906,0.644406032,0.303562458,1.064718104
RSTD,RSTD,77,100,-85.03,NA,NA,176.06,187.72,0.1651053,0.620260003,2.117596302,0.775909585,0.871606072,1.984043144
RSTD,RSTD,78,100,-192.95,NA,NA,391.9,403.56,0.948594216,0.818483958,0.400698857,0.93105992,0.775934211,0.361174589
RSTD,RSTD,79,100,-223.23,NA,NA,452.46,464.12,0.641159481,0.713674182,0.041482872,0.569295423,0.627382031,0.029745573
RSTD,RSTD,80,100,-79.56,NA,NA,165.12,176.78,0.602592711,0.79892313,1.657775987,0.920414273,0.856111302,1.297811458
RSTD,RSTD,81,100,-48.55,NA,NA,103.1,114.76,0.026832678,0.983408807,1.428271259,2.08E-07,0.945879463,4.013201242
RSTD,RSTD,82,100,-206.87,NA,NA,419.74,431.4,0.39037489,0.210965644,0.070930112,0.991521394,0.212623093,0.051835594
RSTD,RSTD,83,100,-123.62,NA,NA,253.24,264.9,0.909624357,0.065516321,0.479556284,0.630890688,0.050993807,0.402529272
RSTD,RSTD,84,100,-120.23,NA,NA,246.46,258.12,0.89458572,0.928069569,0.784675158,0.777727564,0.850978098,0.694109991
RSTD,RSTD,85,100,-124.12,NA,NA,254.24,265.9,0.167125978,0.591124507,0.769183936,0.170097072,0.618184538,0.643778839
RSTD,RSTD,86,100,-213.58,NA,NA,433.16,444.82,0.096351532,0.187938303,0.166461431,0.137284068,0.198425636,0.07724705
RSTD,RSTD,87,100,-90.23,NA,NA,186.46,198.12,0.81258235,0.879132094,4.40387531,0.17851481,0.533675415,1.241344343
RSTD,RSTD,88,100,-200.8,NA,NA,407.6,419.26,0.44896121,0.690639522,0.123227803,0.430553052,0.623592773,0.113469395
RSTD,RSTD,89,100,-122.91,NA,NA,251.82,263.48,0.352596259,0.519048273,0.771270071,0.906225471,0.802107458,0.593109752
RSTD,RSTD,90,100,-59.29,NA,NA,124.58,136.24,0.713129502,0.112127762,3.417423472,0.929033774,0.100908587,4.999999645
RSTD,RSTD,91,100,-213.59,NA,NA,433.18,444.84,0.102771485,0.098519151,0.348240172,0.599255754,0.264495168,0.079339762
RSTD,RSTD,92,100,-194.46,NA,NA,394.92,406.58,0.149973102,0.461772012,0.26133319,0.155892586,0.458660994,0.19252591
RSTD,RSTD,93,100,-129.56,NA,NA,265.12,276.78,0.435881547,0.780427941,0.681397346,0.191221277,0.497168496,0.592845617
RSTD,RSTD,94,100,-78.11,NA,NA,162.22,173.88,0.975024477,0.799848799,4.332818228,0.417391452,0.712342627,3.302832124
RSTD,RSTD,95,100,-179.03,NA,NA,364.06,375.72,0.723246149,0.62337863,0.456225722,0.525583808,0.319574356,0.219753383
RSTD,RSTD,96,100,-184.77,NA,NA,375.54,387.2,0.323681307,0.444453429,0.446843124,0.346718092,0.370490829,0.25943568
RSTD,RSTD,97,100,-198.02,NA,NA,402.04,413.7,0.52151065,0.409498472,0.118169202,0.984931905,0.377853577,0.076072938
RSTD,RSTD,98,100,-190.37,NA,NA,386.74,398.4,0.418908317,0.978637759,0.211078093,0.357402644,0.598747656,0.159006831
RSTD,RSTD,99,100,-95.79,NA,NA,197.58,209.24,0.789539839,0.418743935,2.493489913,0.731005648,0.356239702,1.02867641
RSTD,RSTD,100,100,-196.27,NA,NA,398.54,410.2,0.956703608,0.607802341,0.108669339,0.999999585,0.559081828,0.080957087
RSTD,Utility,1,100,-85.55,NA,NA,177.1,188.76,0.28510789,0.724670133,1.435616042,0.89130123,0.934962436,3.426121092
RSTD,Utility,2,100,-168.69,NA,NA,343.38,355.04,0.950232451,0.206436974,0.364579517,2.02E-07,0.40894082,0.662678291
RSTD,Utility,3,100,-108.7,NA,NA,223.4,235.06,0.536011227,0.200363578,1.005684399,0.133347494,0.592618623,4.999425004
RSTD,Utility,4,100,-208.3,NA,NA,422.6,434.26,0.321220334,0.649332832,0.142882495,0.378176784,0.775307931,0.206864894
RSTD,Utility,5,100,-196.25,NA,NA,398.5,410.16,0.525106648,0.973066304,0.392999499,0.873896517,0.624526937,1.925779856
RSTD,Utility,6,100,-84.85,NA,NA,175.7,187.36,0.895209939,0.943225271,3.353856489,0.892289786,0.948839198,4.224162554
RSTD,Utility,7,100,-194.17,NA,NA,394.34,406,0.753931205,0.197620301,0.189836999,0.246524639,0.532904507,0.867610079
RSTD,Utility,8,100,-122.39,NA,NA,250.78,262.44,0.056064042,0.783013365,3.414416931,0.98941578,0.941407772,4.23298468
RSTD,Utility,9,100,-197.42,NA,NA,400.84,412.5,0.479448032,0.989872475,0.208000437,0.482520583,0.766810672,0.259070392
RSTD,Utility,10,100,-77.84,NA,NA,161.68,173.34,0.711294804,0.788163987,2.309730863,0.836923169,0.99483926,1.588845421
RSTD,Utility,11,100,-85.09,NA,NA,176.18,187.84,0.504834934,0.797194604,2.505488173,0.867398562,0.951885959,2.118151658
RSTD,Utility,12,100,-167.6,NA,NA,341.2,352.86,0.731893435,0.395451756,0.618170124,0.353068361,0.999997423,0.467880158
RSTD,Utility,13,100,-77.84,NA,NA,161.68,173.34,0.27597738,0.511981163,2.391249828,0.836923169,0.99483926,1.588845421
RSTD,Utility,14,100,-115.02,NA,NA,236.04,247.7,0.226354157,0.160335691,0.894037934,0.230637394,0.58063107,4.999990057
RSTD,Utility,15,100,-84.85,NA,NA,175.7,187.36,0.315573724,0.984172471,1.696046736,0.892289786,0.948839198,4.224162554
RSTD,Utility,16,100,-197.09,NA,NA,400.18,411.84,0.540354024,0.854036245,0.362152149,0.857968875,0.634547182,1.682617345
RSTD,Utility,17,100,-57.78,NA,NA,121.56,133.22,0.663591618,0.066055891,1.975677816,1.12E-05,0.963037318,3.532987676
RSTD,Utility,18,100,-116.51,NA,NA,239.02,250.68,0.973287776,0.630256614,0.85552939,0.442339143,0.607600296,4.956262236
RSTD,Utility,19,100,-195.04,NA,NA,396.08,407.74,0.340647829,0.98891032,0.211397309,0.614989189,0.721538291,0.341352184
RSTD,Utility,20,100,-57.78,NA,NA,121.56,133.22,0.329378832,0.062854049,2.339677157,1.12E-05,0.963037318,3.532987676
RSTD,Utility,21,100,-176.31,NA,NA,358.62,370.28,0.285566802,0.050838586,0.410096169,0.029976544,0.616272573,0.476003363
RSTD,Utility,22,100,-133.52,NA,NA,273.04,284.7,0.684979063,0.438995203,0.685128961,0.395999533,0.557751535,4.931847063
RSTD,Utility,23,100,-106.63,NA,NA,219.26,230.92,0.529962482,0.271155191,2.695036756,0.266247301,0.618860437,4.999980934
RSTD,Utility,24,100,-196.74,NA,NA,399.48,411.14,0.779200295,0.728794122,0.160821524,0.624496732,0.538147689,0.449535088
RSTD,Utility,25,100,-217.17,NA,NA,440.34,452,0.028121843,0.533772448,0.225168376,0.319400545,6.63E-08,2.223329775
RSTD,Utility,26,100,-125.3,NA,NA,256.6,268.26,0.12886257,0.170501331,1.375155286,0.237399541,0.999999845,0.792463443
RSTD,Utility,27,100,-79.46,NA,NA,164.92,176.58,0.980796685,0.860091791,1.200172115,0.85180146,0.978787957,1.728022523
RSTD,Utility,28,100,-236.69,NA,NA,479.38,491.04,0.633000508,0.959949327,0.024020249,0.999998255,0.216469146,0.292194175
RSTD,Utility,29,100,-89.91,NA,NA,185.82,197.48,0.234798391,0.405485673,3.895282304,0.425542678,0.999998056,1.094249629
RSTD,Utility,30,100,-222.53,NA,NA,451.06,462.72,0.319981757,0.632078265,0.055958746,0.624465162,0.312382883,0.473363142
RSTD,Utility,31,100,-84.85,NA,NA,175.7,187.36,0.417691255,0.885661983,1.476226386,0.892289786,0.948839198,4.224162554
RSTD,Utility,32,100,-226.95,NA,NA,459.9,471.56,0.119032545,0.605491037,0.045998277,0.185498631,0.298412736,0.469258459
RSTD,Utility,33,100,-77.84,NA,NA,161.68,173.34,0.82435292,0.753800751,2.898788968,0.836923169,0.99483926,1.588845421
RSTD,Utility,34,100,-137.47,NA,NA,280.94,292.6,0.080542078,0.691564819,3.251044437,0.944689072,0.768263074,4.830480109
RSTD,Utility,35,100,-117.96,NA,NA,241.92,253.58,0.788759883,0.407168375,0.881073235,0.336952582,0.590378499,4.925144526
RSTD,Utility,36,100,-180.37,NA,NA,366.74,378.4,0.960197768,0.814909123,0.491239995,0.850253322,0.935392957,0.589927652
RSTD,Utility,37,100,-185.43,NA,NA,376.86,388.52,0.983733647,0.387793876,0.184212701,0.389748769,0.737328167,0.435224977
RSTD,Utility,38,100,-80.68,NA,NA,167.36,179.02,0.640330957,0.661732342,1.101572242,0.834718244,0.87970758,1.871904818
RSTD,Utility,39,100,-79.46,NA,NA,164.92,176.58,0.591888565,0.781977394,1.173358509,0.85180146,0.978787957,1.728022523
RSTD,Utility,40,100,-218.93,NA,NA,443.86,455.52,0.185236022,0.9270173,0.406216487,0.421003649,0.663947123,0.29974953
RSTD,Utility,41,100,-97.97,NA,NA,201.94,213.6,0.595247176,0.540940156,1.711589193,0.406195682,0.683084735,4.999994457
RSTD,Utility,42,100,-197.37,NA,NA,400.74,412.4,0.26540178,0.195171547,0.226954525,0.371421741,0.747829407,0.369520323
RSTD,Utility,43,100,-213.24,NA,NA,432.48,444.14,0.604935176,0.398145136,0.048580125,0.213318598,0.014528673,1.395146015
RSTD,Utility,44,100,-175.21,NA,NA,356.42,368.08,0.47024403,0.685449249,0.648697707,0.818021551,0.686197955,1.738092278
RSTD,Utility,45,100,-195.94,NA,NA,397.88,409.54,0.371720403,0.503097831,0.322839246,0.368831372,0.810393374,0.323596829
RSTD,Utility,46,100,-195.33,NA,NA,396.66,408.32,0.361050225,0.370053819,0.17356707,0.497650896,0.786996654,0.307466386
RSTD,Utility,47,100,-79.46,NA,NA,164.92,176.58,0.594613759,0.789667063,2.045440037,0.85180146,0.978787957,1.728022523
RSTD,Utility,48,100,-57.78,NA,NA,121.56,133.22,0.628910263,0.036939822,1.354085966,1.12E-05,0.963037318,3.532987676
RSTD,Utility,49,100,-103.19,NA,NA,212.38,224.04,0.254382239,0.857857149,0.936107956,0.872668468,0.954009865,1.076182815
RSTD,Utility,50,100,-83.37,NA,NA,172.74,184.4,0.629901704,0.599634443,1.13030682,0.470250774,0.696286353,4.999996044
RSTD,Utility,51,100,-99.51,NA,NA,205.02,216.68,0.958562755,0.446684151,1.468605189,0.345643079,0.635530183,4.999981872
RSTD,Utility,52,100,-89.48,NA,NA,184.96,196.62,0.378760502,0.716149266,1.183828596,0.865374216,0.91786142,2.0047813
RSTD,Utility,53,100,-201.7,NA,NA,409.4,421.06,0.843001339,0.428967847,0.430095954,0.281957111,0.823645642,0.387851188
RSTD,Utility,54,100,-103.93,NA,NA,213.86,225.52,0.111280993,0.926345026,1.52358876,0.999999898,0.930777119,4.009136039
RSTD,Utility,55,100,-84.85,NA,NA,175.7,187.36,0.231767057,0.779834398,3.557625862,0.892289786,0.948839198,4.224162554
RSTD,Utility,56,100,-85.55,NA,NA,177.1,188.76,0.386252531,0.815260801,1.644740685,0.89130123,0.934962436,3.426121092
RSTD,Utility,57,100,-199.58,NA,NA,405.16,416.82,0.652987489,0.6702823,0.116263606,0.589002533,0.500352263,0.542161214
RSTD,Utility,58,100,-186.41,NA,NA,378.82,390.48,0.560497719,0.274772667,0.529099579,0.201230532,0.986767564,0.348827975
RSTD,Utility,59,100,-104.13,NA,NA,214.26,225.92,0.59710633,0.589335348,0.931611172,0.492237285,0.629551776,4.999995096
RSTD,Utility,60,100,-77.84,NA,NA,161.68,173.34,0.987134295,0.800411854,1.297647141,0.836923169,0.99483926,1.588845421
RSTD,Utility,61,100,-203.98,NA,NA,413.96,425.62,0.718285635,0.565618214,0.064915997,0.784130461,0.288974303,0.658336732
RSTD,Utility,62,100,-225.28,NA,NA,456.56,468.22,0.12512722,0.773224814,0.583291863,0.569834578,0.44730944,0.454573773
RSTD,Utility,63,100,-204.11,NA,NA,414.22,425.88,0.499009405,0.098831951,0.092432989,0.115484564,0.016971611,2.566332366
RSTD,Utility,64,100,-93.71,NA,NA,193.42,205.08,0.333673485,0.454882016,2.706964234,0.388450432,0.929079993,1.675006957
RSTD,Utility,65,100,-120.64,NA,NA,247.28,258.94,0.810415167,0.018728345,0.165121834,1.80E-07,0.398207307,2.750680361
RSTD,Utility,66,100,-183.21,NA,NA,372.42,384.08,0.461979309,0.296923782,0.458040716,0.239000901,0.963874195,0.444648452
RSTD,Utility,67,100,-209.81,NA,NA,425.62,437.28,0.285626433,0.528872284,0.147296045,0.554409751,0.46125041,0.57289631
RSTD,Utility,68,100,-187.95,NA,NA,381.9,393.56,0.732509627,0.600311974,0.449271725,0.299263535,0.999980749,0.27065983
RSTD,Utility,69,100,-129.16,NA,NA,264.32,275.98,0.977929984,0.529096167,0.751786147,0.408126451,0.561924965,4.982252883
RSTD,Utility,70,100,-145.87,NA,NA,297.74,309.4,0.98177182,0.159414227,0.477379389,1.90E-08,0.50935479,4.317796291
RSTD,Utility,71,100,-191.88,NA,NA,389.76,401.42,0.922829337,0.366323065,0.086443076,0.504101585,0.013036831,3.22248033
RSTD,Utility,72,100,-81.81,NA,NA,169.62,181.28,0.437475311,0.144657691,1.512042457,0.105233866,0.699104039,4.999994339
RSTD,Utility,73,100,-126.04,NA,NA,258.08,269.74,0.081240393,0.858433881,1.576746266,0.929300503,0.973674973,2.42191779
RSTD,Utility,74,100,-211.87,NA,NA,429.74,441.4,0.76906401,0.423705151,0.055009087,0.155957724,1.98E-07,1.701231318
RSTD,Utility,75,100,-242.4,NA,NA,490.8,502.46,0.272335054,0.099244234,0.019572684,9.94E-07,0.456194245,8.69E-07
RSTD,Utility,76,100,-99.02,NA,NA,204.04,215.7,0.714246998,0.356464033,1.335081906,0.277041291,0.672117639,4.999998235
RSTD,Utility,77,100,-84.85,NA,NA,175.7,187.36,0.1651053,0.620260003,2.117596302,0.892289786,0.948839198,4.224162554
RSTD,Utility,78,100,-197.56,NA,NA,401.12,412.78,0.948594216,0.818483958,0.400698857,0.886800174,0.588922691,2.695239364
RSTD,Utility,79,100,-223.84,NA,NA,453.68,465.34,0.641159481,0.713674182,0.041482872,0.377976962,0.329615034,0.341570042
RSTD,Utility,80,100,-79.46,NA,NA,164.92,176.58,0.602592711,0.79892313,1.657775987,0.85180146,0.978787957,1.728022523
RSTD,Utility,81,100,-122.39,NA,NA,250.78,262.44,0.026832678,0.983408807,1.428271259,0.98941578,0.941407772,4.23298468
RSTD,Utility,82,100,-214,NA,NA,434,445.66,0.39037489,0.210965644,0.070930112,0.086353686,0.112367513,1.181324113
RSTD,Utility,83,100,-127.41,NA,NA,260.82,272.48,0.909624357,0.065516321,0.479556284,1.03E-08,0.500654992,4.53288611
RSTD,Utility,84,100,-120.49,NA,NA,246.98,258.64,0.89458572,0.928069569,0.784675158,0.878374818,0.854670306,1.355545696
RSTD,Utility,85,100,-130.79,NA,NA,267.58,279.24,0.167125978,0.591124507,0.769183936,0.901867013,0.83917001,1.375578483
RSTD,Utility,86,100,-217.09,NA,NA,440.18,451.84,0.096351532,0.187938303,0.166461431,0.149605411,0.258625111,0.889505042
RSTD,Utility,87,100,-90.17,NA,NA,186.34,198,0.81258235,0.879132094,4.40387531,0.860687223,0.999998661,1.444238971
RSTD,Utility,88,100,-203.36,NA,NA,412.72,424.38,0.44896121,0.690639522,0.123227803,0.622800083,0.598664068,0.453994257
RSTD,Utility,89,100,-123.1,NA,NA,252.2,263.86,0.352596259,0.519048273,0.771270071,0.79166552,0.951073605,0.73434498
RSTD,Utility,90,100,-62.4,NA,NA,130.8,142.46,0.713129502,0.112127762,3.417423472,1.71E-08,0.990189494,3.110178557
RSTD,Utility,91,100,-217.53,NA,NA,441.06,452.72,0.102771485,0.098519151,0.348240172,0.343597209,0.768844864,0.194273649
RSTD,Utility,92,100,-212.19,NA,NA,430.38,442.04,0.149973102,0.461772012,0.26133319,0.308663592,0.714720308,0.25711483
RSTD,Utility,93,100,-130.6,NA,NA,267.2,278.86,0.435881547,0.780427941,0.681397346,0.8639773,0.736741891,2.122416098
RSTD,Utility,94,100,-77.84,NA,NA,161.68,173.34,0.975024477,0.799848799,4.332818228,0.836923169,0.99483926,1.588845421
RSTD,Utility,95,100,-189.76,NA,NA,385.52,397.18,0.723246149,0.62337863,0.456225722,0.303940226,0.960139916,0.382761617
RSTD,Utility,96,100,-187.08,NA,NA,380.16,391.82,0.323681307,0.444453429,0.446843124,0.345002349,0.810306962,0.562862494
RSTD,Utility,97,100,-203.78,NA,NA,413.56,425.22,0.52151065,0.409498472,0.118169202,0.433429043,0.303036083,1.158480952
RSTD,Utility,98,100,-194.2,NA,NA,394.4,406.06,0.418908317,0.978637759,0.211078093,0.593150403,0.791545959,0.253832733
RSTD,Utility,99,100,-99.39,NA,NA,204.78,216.44,0.789539839,0.418743935,2.493489913,0.336286237,0.659161398,4.999965346
RSTD,Utility,100,100,-198.66,NA,NA,403.32,414.98,0.956703608,0.607802341,0.108669339,0.568071806,0.700170211,0.314982571
Utility,TD,1,100,-189.85,NA,NA,383.7,391.47,0.28510789,0.724670133,1.435616042,0.270279152,0.282693648,NA
Utility,TD,2,100,-242.4,NA,NA,488.8,496.57,0.950232451,0.206436974,0.364579517,0.62268627,9.91E-08,NA
Utility,TD,3,100,-209.22,NA,NA,422.44,430.21,0.536011227,0.200363578,1.005684399,0.026897653,0.041360238,NA
Utility,TD,4,100,-226.43,NA,NA,456.86,464.63,0.321220334,0.649332832,0.142882495,0.084095284,0.027794838,NA
Utility,TD,5,100,-188.11,NA,NA,380.22,387.99,0.525106648,0.973066304,0.392999499,0.3526485,0.237640622,NA
Utility,TD,6,100,-91.14,NA,NA,186.28,194.05,0.895209939,0.943225271,3.353856489,0.8745005,2.267064065,NA
Utility,TD,7,100,-242.4,NA,NA,488.8,496.57,0.753931205,0.197620301,0.189836999,0.06022905,1.64E-07,NA
Utility,TD,8,100,-132.49,NA,NA,268.98,276.75,0.056064042,0.783013365,3.414416931,0.078279667,1.565985387,NA
Utility,TD,9,100,-189.71,NA,NA,383.42,391.19,0.479448032,0.989872475,0.208000437,0.546999589,0.1465652,NA
Utility,TD,10,100,-111.33,NA,NA,226.66,234.43,0.711294804,0.788163987,2.309730863,0.762514108,0.646417677,NA
Utility,TD,11,100,-117.3,NA,NA,238.6,246.37,0.504834934,0.797194604,2.505488173,0.326433012,0.710678856,NA
Utility,TD,12,100,-194.77,NA,NA,393.54,401.31,0.731893435,0.395451756,0.618170124,0.848937497,0.058166657,NA
Utility,TD,13,100,-192.25,NA,NA,388.5,396.27,0.27597738,0.511981163,2.391249828,0.262575346,0.212279087,NA
Utility,TD,14,100,-221.62,NA,NA,447.24,455.01,0.226354157,0.160335691,0.894037934,0.106159626,0.032478608,NA
Utility,TD,15,100,-110.2,NA,NA,224.4,232.17,0.315573724,0.984172471,1.696046736,0.287441577,0.971114252,NA
Utility,TD,16,100,-188.79,NA,NA,381.58,389.35,0.540354024,0.854036245,0.362152149,0.48360719,0.152761844,NA
Utility,TD,17,100,-198.81,NA,NA,401.62,409.39,0.663591618,0.066055891,1.975677816,0.810010746,0.056360918,NA
Utility,TD,18,100,-193.44,NA,NA,390.88,398.65,0.973287776,0.630256614,0.85552939,0.635872004,0.104697641,NA
Utility,TD,19,100,-190.87,NA,NA,385.74,393.51,0.340647829,0.98891032,0.211397309,0.544821314,0.139126398,NA
Utility,TD,20,100,-213.52,NA,NA,431.04,438.81,0.329378832,0.062854049,2.339677157,0.148824187,0.054474236,NA
Utility,TD,21,100,-242.4,NA,NA,488.8,496.57,0.285566802,0.050838586,0.410096169,0.059002807,4.60E-08,NA
Utility,TD,22,100,-195.12,NA,NA,394.24,402.01,0.684979063,0.438995203,0.685128961,0.829340337,0.074032168,NA
Utility,TD,23,100,-186.96,NA,NA,377.92,385.69,0.529962482,0.271155191,2.695036756,0.484486873,0.12802977,NA
Utility,TD,24,100,-203.89,NA,NA,411.78,419.55,0.779200295,0.728794122,0.160821524,0.820920485,0.046989482,NA
Utility,TD,25,100,-224.11,NA,NA,452.22,459.99,0.028121843,0.533772448,0.225168376,0.138244296,0.029461302,NA
Utility,TD,26,100,-217.94,NA,NA,439.88,447.65,0.12886257,0.170501331,1.375155286,0.034615853,0.043122326,NA
Utility,TD,27,100,-146.93,NA,NA,297.86,305.63,0.980796685,0.860091791,1.200172115,0.882306212,0.548323839,NA
Utility,TD,28,100,-242.4,NA,NA,488.8,496.57,0.633000508,0.959949327,0.024020249,0.220954563,1.77E-08,NA
Utility,TD,29,100,-192.21,NA,NA,388.42,396.19,0.234798391,0.405485673,3.895282304,0.093720517,0.208617445,NA
Utility,TD,30,100,-242.4,NA,NA,488.8,496.57,0.319981757,0.632078265,0.055958746,0.35422258,1.69E-07,NA
Utility,TD,31,100,-121.82,NA,NA,247.64,255.41,0.417691255,0.885661983,1.476226386,0.288954878,0.668991543,NA
Utility,TD,32,100,-242.4,NA,NA,488.8,496.57,0.119032545,0.605491037,0.045998277,0.018414115,1.84E-08,NA
Utility,TD,33,100,-106,NA,NA,216,223.77,0.82435292,0.753800751,2.898788968,0.773651367,0.723710966,NA
Utility,TD,34,100,-144.88,NA,NA,293.76,301.53,0.080542078,0.691564819,3.251044437,0.093395249,0.642351904,NA
Utility,TD,35,100,-193.35,NA,NA,390.7,398.47,0.788759883,0.407168375,0.881073235,0.692423099,0.078883639,NA
Utility,TD,36,100,-190.74,NA,NA,385.48,393.25,0.960197768,0.814909123,0.491239995,0.66642046,0.113915309,NA
Utility,TD,37,100,-242.4,NA,NA,488.8,496.57,0.983733647,0.387793876,0.184212701,0.096834488,2.42E-07,NA
Utility,TD,38,100,-187.13,NA,NA,378.26,386.03,0.640330957,0.661732342,1.101572242,0.494385707,0.165601548,NA
Utility,TD,39,100,-175.29,NA,NA,354.58,362.35,0.591888565,0.781977394,1.173358509,0.323093894,0.351329195,NA
Utility,TD,40,100,-198.13,NA,NA,400.26,408.03,0.185236022,0.9270173,0.406216487,0.458518215,0.134146198,NA
Utility,TD,41,100,-189.34,NA,NA,382.68,390.45,0.595247176,0.540940156,1.711589193,0.495454744,0.151259989,NA
Utility,TD,42,100,-242.4,NA,NA,488.8,496.57,0.26540178,0.195171547,0.226954525,0.045124978,3.74E-08,NA
