simulate_model,fit_model,iteration,ACC,LogL,LogPr,LogPo,AIC,BIC,input_param_1,input_param_2,input_param_3,output_param_1,output_param_2,output_param_3
TD,Utility,21,100,-99.69,NA,NA,205.38,217.04,0.226354157,1.668979891,NA,0.330899731,0.652866511,4.999735387
TD,Utility,22,100,-116.11,NA,NA,238.22,249.88,0.300222688,0.955442077,NA,0.371830869,0.602172974,4.976949506
TD,Utility,23,100,-84.85,NA,NA,175.7,187.36,0.984172471,1.696046736,NA,0.892289786,0.948839198,4.224162554
TD,Utility,24,100,-186.27,NA,NA,378.54,390.2,0.540354024,0.234106498,NA,0.502504687,0.797858018,0.370696576
TD,Utility,25,100,-192.93,NA,NA,391.86,403.52,0.870058757,0.327183236,NA,0.890645733,0.566672573,2.427967318
TD,Utility,26,100,-132.58,NA,NA,271.16,282.82,0.066055891,1.975677816,NA,0.132406158,0.999999835,0.942713146
TD,Utility,27,100,-187.19,NA,NA,380.38,392.04,0.973287776,0.260513228,NA,0.884825012,0.647904088,1.468739267
TD,Utility,28,100,-104.63,NA,NA,215.26,226.92,0.290595552,1.055738497,NA,0.358759873,0.636448452,4.971965034
TD,Utility,29,100,-193.3,NA,NA,392.6,404.26,0.98891032,0.211397309,NA,0.710472633,0.699931445,0.370420132
TD,Utility,30,100,-98.16,NA,NA,202.32,213.98,0.329378832,2.085106326,NA,0.380004614,0.676924035,4.999943967
TD,Utility,31,100,-138.93,NA,NA,283.86,295.52,0.118789911,0.835414388,NA,0.227498256,0.996117544,0.622782905
TD,Utility,32,100,-224.15,NA,NA,454.3,465.96,0.050838586,0.410096169,NA,0.11960574,0.320960641,0.814179059
TD,Utility,33,100,-120.98,NA,NA,247.96,259.62,0.684979063,0.756628526,NA,0.775923085,0.917734584,0.894673531
TD,Utility,34,100,-202.98,NA,NA,411.96,423.62,0.84256448,0.059924963,NA,0.80633024,0.494645685,0.314114267
TD,Utility,35,100,-97.99,NA,NA,201.98,213.64,0.271155191,2.695036756,NA,0.302087953,0.682394506,4.92927416
TD,Utility,36,100,-195.98,NA,NA,397.96,409.62,0.779200295,0.457588244,NA,0.859204206,0.614152467,2.413173435
TD,Utility,37,100,-84.85,NA,NA,175.7,187.36,0.982565351,3.9257021,NA,0.892289786,0.948839198,4.224162554
TD,Utility,38,100,-188.14,NA,NA,382.28,393.94,0.533772448,0.225168376,NA,0.520505681,0.776168662,0.345267931
TD,Utility,39,100,-121.03,NA,NA,248.06,259.72,0.12886257,1.75030501,NA,0.180341465,0.977206438,0.984202303
TD,Utility,40,100,-210.1,NA,NA,426.2,437.86,0.420502026,0.082863303,NA,0.55997713,0.435848402,0.437136174
TD,Utility,41,100,-85.38,NA,NA,176.76,188.42,0.860091791,1.200172115,NA,0.863906831,0.953521917,1.968564271
TD,Utility,42,100,-181.73,NA,NA,369.46,381.12,0.633000508,0.316391955,NA,0.820495695,0.499592161,3.070167398
TD,Utility,43,100,-97.97,NA,NA,201.94,213.6,0.512010124,2.013763539,NA,0.406195682,0.683084735,4.999994457
TD,Utility,44,100,-99.93,NA,NA,205.86,217.52,0.405485673,3.895282304,NA,0.401816938,0.665924845,4.999996354
TD,Utility,45,100,-189.65,NA,NA,385.3,396.96,0.319981757,0.26415653,NA,0.500713918,0.704099849,0.456942762
TD,Utility,46,100,-85.55,NA,NA,177.1,188.76,0.947748523,1.3639122,NA,0.89130123,0.934962436,3.426121092
TD,Utility,47,100,-84.66,NA,NA,175.32,186.98,0.885661983,1.476226386,NA,0.865307126,0.957655428,1.880339803
TD,Utility,48,100,-218.5,NA,NA,443,454.66,0.119032545,0.210982074,NA,0.426015331,0.30013858,0.769973783
TD,Utility,49,100,-137.23,NA,NA,280.46,292.12,0.931592519,0.64870584,NA,0.860311908,0.920806237,0.82580626
TD,Utility,50,100,-77.84,NA,NA,161.68,173.34,0.753800751,2.898788968,NA,0.836923169,0.99483926,1.588845421
TD,Utility,51,100,-226.05,NA,NA,458.1,469.76,0.080542078,0.383129638,NA,0.347024838,0.302001417,0.727044566
TD,Utility,52,100,-226.16,NA,NA,458.32,469.98,0.046201741,0.577519767,NA,0.128768803,0.323386265,0.758697643
TD,Utility,53,100,-119.01,NA,NA,244.02,255.68,0.407168375,0.881073235,NA,0.390209001,0.600926942,4.95536617
TD,Utility,54,100,-145.02,NA,NA,296.04,307.7,0.960197768,0.629818246,NA,0.926640147,0.625995344,3.496752864
TD,Utility,55,100,-197.65,NA,NA,401.3,412.96,0.745619998,0.083828922,NA,0.792372278,0.463698393,0.460516354
TD,Utility,56,100,-192.16,NA,NA,390.32,401.98,0.387793876,0.184212701,NA,0.499404344,0.803384312,0.293075052
TD,Utility,57,100,-189.4,NA,NA,384.8,396.46,0.640330957,0.323464683,NA,0.810952195,0.526109271,2.731199614
TD,Utility,58,100,-192.28,NA,NA,390.56,402.22,0.466265497,0.18377713,NA,0.577623561,0.768627909,0.311522757
TD,Utility,59,100,-77.84,NA,NA,161.68,173.34,0.781977394,1.173358509,NA,0.836923169,0.99483926,1.588845421
TD,Utility,60,100,-214.46,NA,NA,434.92,446.58,0.185236022,0.162097268,NA,0.431338655,0.268363243,0.836186192
TD,Utility,61,100,-192.69,NA,NA,391.38,403.04,0.703108244,0.190494351,NA,0.607233204,0.655669305,0.424512988
TD,Utility,62,100,-90.87,NA,NA,187.74,199.4,0.540940156,1.711589193,NA,0.406106574,0.708977799,4.999946312
TD,Utility,63,100,-93.85,NA,NA,193.7,205.36,0.26540178,1.947666736,NA,0.308944562,0.670613373,4.940779561
TD,Utility,64,100,-196.81,NA,NA,399.62,411.28,0.897607917,0.209870353,NA,0.809387152,0.529034088,0.637525555
TD,Utility,65,100,-218.66,NA,NA,443.32,454.98,0.398145136,0.048580125,NA,0.591201674,0.301197497,0.458824226
TD,Utility,66,100,-185.54,NA,NA,377.08,388.74,0.47024403,0.370898499,NA,0.324734921,0.929003642,0.394896253
TD,Utility,67,100,-79.46,NA,NA,164.92,176.58,0.824348854,1.180028794,NA,0.85180146,0.978787957,1.728022523
TD,Utility,68,100,-187.57,NA,NA,381.14,392.8,0.503097831,0.322839246,NA,0.476162139,0.89280164,0.336712058
TD,Utility,69,100,-108.18,NA,NA,222.36,234.02,0.361050225,1.173362455,NA,0.401635053,0.641638331,4.966341324
TD,Utility,70,100,-194.9,NA,NA,395.8,407.46,0.964988885,0.189227519,NA,0.73347783,0.664030116,0.420043889
TD,Utility,71,100,-77.84,NA,NA,161.68,173.34,0.789667063,2.045440037,NA,0.836923169,0.99483926,1.588845421
TD,Utility,72,100,-82.18,NA,NA,170.36,182.02,0.628910263,2.954663023,NA,0.816219258,0.99999934,1.228400608
TD,Utility,73,100,-133.77,NA,NA,273.54,285.2,0.415234696,0.710676135,NA,0.398224871,0.573092945,4.773799271
TD,Utility,74,100,-101.94,NA,NA,209.88,221.54,0.857857149,0.936107956,NA,0.844377026,0.922440895,1.223629064
TD,Utility,75,100,-190.77,NA,NA,387.54,399.2,0.629901704,0.199268886,NA,0.564939451,0.823043398,0.266196038
TD,Utility,76,100,-193.73,NA,NA,393.46,405.12,0.35928991,0.364497002,NA,0.305520143,0.903514726,0.344063935
TD,Utility,77,100,-102.65,NA,NA,211.3,222.96,0.446684151,1.468605189,NA,0.41517302,0.671746697,4.999998927
TD,Utility,78,100,-184.87,NA,NA,375.74,387.4,0.378760502,0.432298531,NA,0.272055672,0.923605154,0.443924959
TD,Utility,79,100,-136.65,NA,NA,279.3,290.96,0.372670354,0.686002679,NA,0.412944841,0.554410006,4.999998452
TD,Utility,80,100,-183.73,NA,NA,373.46,385.12,0.428967847,0.430095954,NA,0.327525254,0.925564529,0.429347795
TD,Utility,81,100,-220.77,NA,NA,447.54,459.2,0.111280993,0.04204805,NA,0.09309452,0.038596521,0.992394588
TD,Utility,82,100,-116.14,NA,NA,238.28,249.94,0.1421618,1.606636273,NA,0.191879111,0.999998431,0.975104708
TD,Utility,83,100,-77.84,NA,NA,161.68,173.34,0.779834398,3.557625862,NA,0.836923169,0.99483926,1.588845421
TD,Utility,84,100,-173.58,NA,NA,353.16,364.82,0.386252531,0.630521602,NA,0.285408374,0.931150585,0.51276935
TD,Utility,85,100,-193.73,NA,NA,393.46,405.12,0.238968567,0.305974979,NA,0.377126214,0.710966064,0.458482836
TD,Utility,86,100,-198.44,NA,NA,402.88,414.54,0.6702823,0.116263606,NA,0.65873595,0.539609711,0.450994485
TD,Utility,87,100,-117.86,NA,NA,241.72,253.38,0.560497719,0.792237847,NA,0.480928547,0.653081361,3.664791763
TD,Utility,88,100,-195.06,NA,NA,396.12,407.78,0.915246692,0.194212661,NA,0.686565237,0.654697016,0.454431457
TD,Utility,89,100,-108.97,NA,NA,223.94,235.6,0.589335348,0.931611172,NA,0.481635323,0.801098188,2.028547453
TD,Utility,90,100,-149.08,NA,NA,304.16,315.82,0.987134295,0.600823707,NA,0.899615546,0.853510354,1.062803948
TD,Utility,91,100,-183.14,NA,NA,372.28,383.94,0.40112499,0.43657127,NA,0.297915147,0.917284657,0.467176022
TD,Utility,92,100,-216.35,NA,NA,438.7,450.36,0.565618214,0.064915997,NA,0.816376736,0.289577211,0.643746031
TD,Utility,93,100,-200.57,NA,NA,407.14,418.8,0.12512722,0.546449628,NA,0.215128998,0.850945123,0.429457747
TD,Utility,94,100,-122.15,NA,NA,250.3,261.96,0.791645931,0.766796249,NA,0.812826167,0.848530573,1.24218704
TD,Utility,95,100,-206.68,NA,NA,419.36,431.02,0.098831951,0.092432989,NA,0.154369844,0.39530597,0.709749564
TD,Utility,96,100,-122.99,NA,NA,251.98,263.64,0.333673485,0.79963922,NA,0.41655506,0.583968371,4.999995336
TD,Utility,97,100,-208.37,NA,NA,422.74,434.4,0.101720168,0.620830334,NA,0.324485053,0.791410201,0.359848428
TD,Utility,98,100,-224.19,NA,NA,454.38,466.04,0.018728345,0.165121834,NA,0.13952869,0.276880563,0.637731097
TD,Utility,99,100,-119.3,NA,NA,244.6,256.26,0.461979309,0.880842309,NA,0.407457663,0.597541607,4.999991633
TD,Utility,100,100,-105.77,NA,NA,217.54,229.2,0.729020358,0.835652914,NA,0.819435426,0.81466937,1.729932452
RSTD,TD,1,100,-85.47,NA,NA,174.94,182.71,0.28510789,0.724670133,1.435616042,0.883181257,2.641912098,NA
RSTD,TD,2,100,-164.85,NA,NA,333.7,341.47,0.950232451,0.206436974,0.364579517,0.029190491,0.175539532,NA
RSTD,TD,3,100,-131.12,NA,NA,266.24,274.01,0.536011227,0.200363578,1.005684399,0.0992469,0.623394826,NA
RSTD,TD,4,100,-207.55,NA,NA,419.1,426.87,0.321220334,0.649332832,0.142882495,0.455659969,0.087680909,NA
RSTD,TD,5,100,-193.96,NA,NA,391.92,399.69,0.525106648,0.973066304,0.392999499,0.529722357,0.166640908,NA
RSTD,TD,6,100,-84.99,NA,NA,173.98,181.75,0.895209939,0.943225271,3.353856489,0.883917291,2.605803728,NA
RSTD,TD,7,100,-194.45,NA,NA,392.9,400.67,0.753931205,0.197620301,0.189836999,0.075833396,0.150592424,NA
RSTD,TD,8,100,-122.39,NA,NA,248.78,256.55,0.056064042,0.783013365,3.414416931,0.961338468,3.521311625,NA
RSTD,TD,9,100,-196.13,NA,NA,396.26,404.03,0.479448032,0.989872475,0.208000437,0.521143773,0.106160339,NA
RSTD,TD,10,100,-77.84,NA,NA,159.68,167.45,0.711294804,0.788163987,2.309730863,0.837979776,1.606577856,NA
RSTD,TD,11,100,-85.13,NA,NA,174.26,182.03,0.504834934,0.797194604,2.505488173,0.860512657,1.772751884,NA
RSTD,TD,12,100,-167.59,NA,NA,339.18,346.95,0.731893435,0.395451756,0.618170124,0.347848038,0.462892676,NA
RSTD,TD,13,100,-77.84,NA,NA,159.68,167.45,0.27597738,0.511981163,2.391249828,0.837979776,1.606577856,NA
RSTD,TD,14,100,-123.25,NA,NA,250.5,258.27,0.226354157,0.160335691,0.894037934,0.207362482,0.652862738,NA
RSTD,TD,15,100,-84.99,NA,NA,173.98,181.75,0.315573724,0.984172471,1.696046736,0.883917291,2.605803728,NA
RSTD,TD,16,100,-192.72,NA,NA,389.44,397.21,0.540354024,0.854036245,0.362152149,0.506456764,0.163207688,NA
RSTD,TD,17,100,-57.78,NA,NA,119.56,127.33,0.663591618,0.066055891,1.975677816,0.03714208,4.140813199,NA
RSTD,TD,18,100,-118.59,NA,NA,241.18,248.95,0.973287776,0.630256614,0.85552939,0.340878504,0.693190681,NA
RSTD,TD,19,100,-194.02,NA,NA,392.04,399.81,0.340647829,0.98891032,0.211397309,0.496487517,0.11811831,NA
RSTD,TD,20,100,-57.78,NA,NA,119.56,127.33,0.329378832,0.062854049,2.339677157,0.03714208,4.140813199,NA
RSTD,TD,21,100,-171.17,NA,NA,346.34,354.11,0.285566802,0.050838586,0.410096169,0.040009124,0.248460311,NA
RSTD,TD,22,100,-137.06,NA,NA,278.12,285.89,0.684979063,0.438995203,0.685128961,0.283535931,0.551436234,NA
RSTD,TD,23,100,-115.33,NA,NA,234.66,242.43,0.529962482,0.271155191,2.695036756,0.237920314,0.766887276,NA
RSTD,TD,24,100,-194.42,NA,NA,392.84,400.61,0.779200295,0.728794122,0.160821524,0.67435371,0.101793554,NA
RSTD,TD,25,100,-222.05,NA,NA,448.1,455.87,0.028121843,0.533772448,0.225168376,0.30044906,0.051569023,NA
RSTD,TD,26,100,-125.29,NA,NA,254.58,262.35,0.12886257,0.170501331,1.375155286,0.235922192,0.779515378,NA
RSTD,TD,27,100,-79.46,NA,NA,162.92,170.69,0.980796685,0.860091791,1.200172115,0.851365467,1.741662121,NA
RSTD,TD,28,100,-242.4,NA,NA,488.8,496.57,0.633000508,0.959949327,0.024020249,0.109557013,1.50E-07,NA
RSTD,TD,29,100,-89.92,NA,NA,183.84,191.61,0.234798391,0.405485673,3.895282304,0.428515902,1.094002151,NA
RSTD,TD,30,100,-221.98,NA,NA,447.96,455.73,0.319981757,0.632078265,0.055958746,0.690410037,0.037788392,NA
RSTD,TD,31,100,-84.99,NA,NA,173.98,181.75,0.417691255,0.885661983,1.476226386,0.883917291,2.605803728,NA
RSTD,TD,32,100,-226.21,NA,NA,456.42,464.19,0.119032545,0.605491037,0.045998277,0.134195285,0.036129342,NA
RSTD,TD,33,100,-77.84,NA,NA,159.68,167.45,0.82435292,0.753800751,2.898788968,0.837979776,1.606577856,NA
RSTD,TD,34,100,-137.47,NA,NA,278.94,286.71,0.080542078,0.691564819,3.251044437,0.930823413,1.479304772,NA
RSTD,TD,35,100,-123.38,NA,NA,250.76,258.53,0.788759883,0.407168375,0.881073235,0.272342466,0.660996981,NA
RSTD,TD,36,100,-180.3,NA,NA,364.6,372.37,0.960197768,0.814909123,0.491239995,0.836044066,0.435858019,NA
RSTD,TD,37,100,-186.25,NA,NA,376.5,384.27,0.983733647,0.387793876,0.184212701,0.306580273,0.200847539,NA
RSTD,TD,38,100,-80.78,NA,NA,165.56,173.33,0.640330957,0.661732342,1.101572242,0.810759616,1.085080482,NA
RSTD,TD,39,100,-79.46,NA,NA,162.92,170.69,0.591888565,0.781977394,1.173358509,0.851365467,1.741662121,NA
RSTD,TD,40,100,-216.33,NA,NA,436.66,444.43,0.185236022,0.9270173,0.406216487,0.433885027,0.082443297,NA
RSTD,TD,41,100,-102.08,NA,NA,208.16,215.93,0.595247176,0.540940156,1.711589193,0.336023754,1.023867277,NA
RSTD,TD,42,100,-197.92,NA,NA,399.84,407.61,0.26540178,0.195171547,0.226954525,0.394337571,0.132562532,NA
RSTD,TD,43,100,-214.05,NA,NA,432.1,439.87,0.604935176,0.398145136,0.048580125,0.180006859,0.040410617,NA
RSTD,TD,44,100,-174.97,NA,NA,353.94,361.71,0.47024403,0.685449249,0.648697707,0.743415703,0.416850443,NA
RSTD,TD,45,100,-195.35,NA,NA,394.7,402.47,0.371720403,0.503097831,0.322839246,0.360797331,0.16937268,NA
RSTD,TD,46,100,-195.56,NA,NA,395.12,402.89,0.361050225,0.370053819,0.17356707,0.491273828,0.133748677,NA
RSTD,TD,47,100,-79.46,NA,NA,162.92,170.69,0.594613759,0.789667063,2.045440037,0.851365467,1.741662121,NA
RSTD,TD,48,100,-57.78,NA,NA,119.56,127.33,0.628910263,0.036939822,1.354085966,0.03714208,4.140813199,NA
RSTD,TD,49,100,-103.17,NA,NA,210.34,218.11,0.254382239,0.857857149,0.936107956,0.863838615,0.866213671,NA
RSTD,TD,50,100,-84.48,NA,NA,172.96,180.73,0.629901704,0.599634443,1.13030682,0.397790055,1.11409404,NA
RSTD,TD,51,100,-105.45,NA,NA,214.9,222.67,0.958562755,0.446684151,1.468605189,0.280848058,0.876324718,NA
RSTD,TD,52,100,-89.54,NA,NA,183.08,190.85,0.378760502,0.716149266,1.183828596,0.854239692,1.371478969,NA
RSTD,TD,53,100,-198.06,NA,NA,400.12,407.89,0.843001339,0.428967847,0.430095954,0.312202013,0.190010085,NA
RSTD,TD,54,100,-103.93,NA,NA,211.86,219.63,0.111280993,0.926345026,1.52358876,0.991816739,3.199124164,NA
RSTD,TD,55,100,-84.99,NA,NA,173.98,181.75,0.231767057,0.779834398,3.557625862,0.883917291,2.605803728,NA
RSTD,TD,56,100,-85.47,NA,NA,174.94,182.71,0.386252531,0.815260801,1.644740685,0.883181257,2.641912098,NA
RSTD,TD,57,100,-197.89,NA,NA,399.78,407.55,0.652987489,0.6702823,0.116263606,0.662365444,0.091669015,NA
RSTD,TD,58,100,-186.11,NA,NA,376.22,383.99,0.560497719,0.274772667,0.529099579,0.204361565,0.322079917,NA
RSTD,TD,59,100,-104.64,NA,NA,213.28,221.05,0.59710633,0.589335348,0.931611172,0.40361899,0.800990878,NA
RSTD,TD,60,100,-77.84,NA,NA,159.68,167.45,0.987134295,0.800411854,1.297647141,0.837979776,1.606577856,NA
RSTD,TD,61,100,-204.21,NA,NA,412.42,420.19,0.718285635,0.565618214,0.064915997,0.715351763,0.052927566,NA
RSTD,TD,62,100,-221.98,NA,NA,447.96,455.73,0.12512722,0.773224814,0.583291863,0.47232454,0.06406149,NA
RSTD,TD,63,100,-203.46,NA,NA,410.92,418.69,0.499009405,0.098831951,0.092432989,0.028640081,0.060324668,NA
RSTD,TD,64,100,-93.64,NA,NA,191.28,199.05,0.333673485,0.454882016,2.706964234,0.371741719,1.203577786,NA
RSTD,TD,65,100,-122.75,NA,NA,249.5,257.27,0.810415167,0.018728345,0.165121834,0.020352447,0.262648702,NA
RSTD,TD,66,100,-182.82,NA,NA,369.64,377.41,0.461979309,0.296923782,0.458040716,0.235263459,0.369685301,NA
RSTD,TD,67,100,-208.86,NA,NA,421.72,429.49,0.285626433,0.528872284,0.147296045,0.495326048,0.080881443,NA
RSTD,TD,68,100,-187.85,NA,NA,379.7,387.47,0.732509627,0.600311974,0.449271725,0.318254128,0.253561852,NA
RSTD,TD,69,100,-133.07,NA,NA,270.14,277.91,0.977929984,0.529096167,0.751786147,0.302248551,0.574361059,NA
RSTD,TD,70,100,-145.79,NA,NA,295.58,303.35,0.98177182,0.159414227,0.477379389,0.002747535,0.382075753,NA
RSTD,TD,71,100,-195.61,NA,NA,395.22,402.99,0.922829337,0.366323065,0.086443076,0.429081279,0.10683547,NA
RSTD,TD,72,100,-90.07,NA,NA,184.14,191.91,0.437475311,0.144657691,1.512042457,0.070131391,1.500913813,NA
RSTD,TD,73,100,-126.03,NA,NA,256.06,263.83,0.081240393,0.858433881,1.576746266,0.923759029,2.410345108,NA
RSTD,TD,74,100,-212.97,NA,NA,429.94,437.71,0.76906401,0.423705151,0.055009087,0.082489345,0.04107186,NA
RSTD,TD,75,100,-242.4,NA,NA,488.8,496.57,0.272335054,0.099244234,0.019572684,0.083873819,1.78E-08,NA
RSTD,TD,76,100,-109.86,NA,NA,223.72,231.49,0.714246998,0.356464033,1.335081906,0.225712519,1.015497321,NA
RSTD,TD,77,100,-84.99,NA,NA,173.98,181.75,0.1651053,0.620260003,2.117596302,0.883917291,2.605803728,NA
RSTD,TD,78,100,-197.48,NA,NA,398.96,406.73,0.948594216,0.818483958,0.400698857,0.805059492,0.368290702,NA
RSTD,TD,79,100,-223.25,NA,NA,450.5,458.27,0.641159481,0.713674182,0.041482872,0.664528435,0.02887768,NA
RSTD,TD,80,100,-79.46,NA,NA,162.92,170.69,0.602592711,0.79892313,1.657775987,0.851365467,1.741662121,NA
RSTD,TD,81,100,-122.39,NA,NA,248.78,256.55,0.026832678,0.983408807,1.428271259,0.961338468,3.521311625,NA
RSTD,TD,82,100,-211.93,NA,NA,427.86,435.63,0.39037489,0.210965644,0.070930112,0.03213364,0.049232276,NA
RSTD,TD,83,100,-127.69,NA,NA,259.38,267.15,0.909624357,0.065516321,0.479556284,0.012004797,0.501204521,NA
RSTD,TD,84,100,-120.44,NA,NA,244.88,252.65,0.89458572,0.928069569,0.784675158,0.85812384,0.691946631,NA
RSTD,TD,85,100,-130.67,NA,NA,265.34,273.11,0.167125978,0.591124507,0.769183936,0.880950107,0.642757818,NA
RSTD,TD,86,100,-214.27,NA,NA,432.54,440.31,0.096351532,0.187938303,0.166461431,0.170740408,0.072021707,NA
RSTD,TD,87,100,-90.17,NA,NA,184.34,192.11,0.81258235,0.879132094,4.40387531,0.860949658,1.434779296,NA
RSTD,TD,88,100,-202.15,NA,NA,408.3,416.07,0.44896121,0.690639522,0.123227803,0.533708575,0.098402824,NA
RSTD,TD,89,100,-123.15,NA,NA,250.3,258.07,0.352596259,0.519048273,0.771270071,0.776948964,0.58665785,NA
RSTD,TD,90,100,-62.4,NA,NA,128.8,136.57,0.713129502,0.112127762,3.417423472,0.017940692,3.63348926,NA
RSTD,TD,91,100,-217.06,NA,NA,438.12,445.89,0.102771485,0.098519151,0.348240172,0.336281971,0.100592147,NA
RSTD,TD,92,100,-210.58,NA,NA,425.16,432.93,0.149973102,0.461772012,0.26133319,0.342484751,0.081056175,NA
RSTD,TD,93,100,-130.78,NA,NA,265.56,273.33,0.435881547,0.780427941,0.681397346,0.813703273,0.595771876,NA
RSTD,TD,94,100,-77.84,NA,NA,159.68,167.45,0.975024477,0.799848799,4.332818228,0.837979776,1.606577856,NA
RSTD,TD,95,100,-187.37,NA,NA,378.74,386.51,0.723246149,0.62337863,0.456225722,0.322499671,0.260045739,NA
RSTD,TD,96,100,-184.62,NA,NA,373.24,381.01,0.323681307,0.444453429,0.446843124,0.318802087,0.273830351,NA
RSTD,TD,97,100,-204.99,NA,NA,413.98,421.75,0.52151065,0.409498472,0.118169202,0.425642188,0.091658898,NA
RSTD,TD,98,100,-193.35,NA,NA,390.7,398.47,0.418908317,0.978637759,0.211078093,0.567568456,0.115121465,NA
RSTD,TD,99,100,-107.85,NA,NA,219.7,227.47,0.789539839,0.418743935,2.493489913,0.271253387,0.984970111,NA
RSTD,TD,100,100,-198.5,NA,NA,401,408.77,0.956703608,0.607802341,0.108669339,0.555426268,0.114281704,NA
RSTD,RSTD,1,100,-85.77,NA,NA,177.54,189.2,0.28510789,0.724670133,1.435616042,0.799438519,0.876807592,1.983852472
RSTD,RSTD,2,100,-136.26,NA,NA,278.52,290.18,0.950232451,0.206436974,0.364579517,0.934981811,0.162591497,0.314408293
RSTD,RSTD,3,100,-86.77,NA,NA,179.54,191.2,0.536011227,0.200363578,1.005684399,0.999999543,0.181998059,1.012201643
RSTD,RSTD,4,100,-204.75,NA,NA,415.5,427.16,0.321220334,0.649332832,0.142882495,0.362475419,0.670622554,0.098336968
RSTD,RSTD,5,100,-192.76,NA,NA,391.52,403.18,0.525106648,0.973066304,0.392999499,0.509807821,0.745258888,0.281317363
RSTD,RSTD,6,100,-85.03,NA,NA,176.06,187.72,0.895209939,0.943225271,3.353856489,0.775909585,0.871606072,1.984043144
RSTD,RSTD,7,100,-170.55,NA,NA,347.1,358.76,0.753931205,0.197620301,0.189836999,0.744233919,0.154559324,0.150754399
RSTD,RSTD,8,100,-48.55,NA,NA,103.1,114.76,0.056064042,0.783013365,3.414416931,2.08E-07,0.945879463,4.013201242
RSTD,RSTD,9,100,-194.04,NA,NA,394.08,405.74,0.479448032,0.989872475,0.208000437,0.407181182,0.618703242,0.12809733
RSTD,RSTD,10,100,-78.11,NA,NA,162.22,173.88,0.711294804,0.788163987,2.309730863,0.417391452,0.712342627,3.302832124
RSTD,RSTD,11,100,-85.39,NA,NA,176.78,188.44,0.504834934,0.797194604,2.505488173,0.939566978,0.858637436,1.236159714
RSTD,RSTD,12,100,-142.06,NA,NA,290.12,301.78,0.731893435,0.395451756,0.618170124,0.609611619,0.296938702,0.496547683
RSTD,RSTD,13,100,-78.11,NA,NA,162.22,173.88,0.27597738,0.511981163,2.391249828,0.417391452,0.712342627,3.302832124
RSTD,RSTD,14,100,-111.03,NA,NA,228.06,239.72,0.226354157,0.160335691,0.894037934,0.396924226,0.21076529,0.636282445
RSTD,RSTD,15,100,-85.03,NA,NA,176.06,187.72,0.315573724,0.984172471,1.696046736,0.775909585,0.871606072,1.984043144
RSTD,RSTD,16,100,-189.65,NA,NA,385.3,396.96,0.540354024,0.854036245,0.362152149,0.4075591,0.602483757,0.223362368
RSTD,RSTD,17,100,-57.78,NA,NA,121.56,133.22,0.663591618,0.066055891,1.975677816,0.916075541,1.22E-08,4.747709467
RSTD,RSTD,18,100,-115.05,NA,NA,236.1,247.76,0.973287776,0.630256614,0.85552939,0.83672201,0.448085278,0.764741637
RSTD,RSTD,19,100,-187.1,NA,NA,380.2,391.86,0.340647829,0.98891032,0.211397309,0.356462484,0.676765969,0.185273768
RSTD,RSTD,20,100,-57.78,NA,NA,121.56,133.22,0.329378832,0.062854049,2.339677157,0.916075541,1.22E-08,4.747709467
RSTD,RSTD,21,100,-162.14,NA,NA,330.28,341.94,0.285566802,0.050838586,0.410096169,0.28283188,0.058365702,0.310131243
RSTD,RSTD,22,100,-131.72,NA,NA,269.44,281.1,0.684979063,0.438995203,0.685128961,0.702586319,0.367812013,0.570097675
RSTD,RSTD,23,100,-100.95,NA,NA,207.9,219.56,0.529962482,0.271155191,2.695036756,0.611771829,0.255957287,0.817674606
RSTD,RSTD,24,100,-192.31,NA,NA,390.62,402.28,0.779200295,0.728794122,0.160821524,0.93051697,0.593113466,0.091915502
RSTD,RSTD,25,100,-139.36,NA,NA,284.72,296.38,0.028121843,0.533772448,0.225168376,0.050246741,0.998377395,0.197175795
RSTD,RSTD,26,100,-125.24,NA,NA,256.48,268.14,0.12886257,0.170501331,1.375155286,0.225475225,0.244233513,0.75838551
RSTD,RSTD,27,100,-79.56,NA,NA,165.12,176.78,0.980796685,0.860091791,1.200172115,0.920414273,0.856111302,1.297811458
RSTD,RSTD,28,100,-236.17,NA,NA,478.34,490,0.633000508,0.959949327,0.024020249,0.999993349,0.947986698,0.017460056
RSTD,RSTD,29,100,-89.25,NA,NA,184.5,196.16,0.234798391,0.405485673,3.895282304,0.322809561,0.390646425,1.143826627
RSTD,RSTD,30,100,-221.96,NA,NA,449.92,461.58,0.319981757,0.632078265,0.055958746,0.550611701,0.818317369,0.038640678
RSTD,RSTD,31,100,-85.03,NA,NA,176.06,187.72,0.417691255,0.885661983,1.476226386,0.775909585,0.871606072,1.984043144
RSTD,RSTD,32,100,-224.89,NA,NA,455.78,467.44,0.119032545,0.605491037,0.045998277,0.081420423,0.195731988,0.038324404
RSTD,RSTD,33,100,-78.11,NA,NA,162.22,173.88,0.82435292,0.753800751,2.898788968,0.417391452,0.712342627,3.302832124
RSTD,RSTD,34,100,-76.57,NA,NA,159.14,170.8,0.080542078,0.691564819,3.251044437,0.058315325,0.949173033,1.183816905
RSTD,RSTD,35,100,-114.51,NA,NA,235.02,246.68,0.788759883,0.407168375,0.881073235,0.824020933,0.351742847,0.702421794
RSTD,RSTD,36,100,-168.61,NA,NA,343.22,354.88,0.960197768,0.814909123,0.491239995,0.972991849,0.773566941,0.426399539
